,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,6,15,0,23.0,10307,#060f00
1,2,0,1,16,30,4,51.0,16152,#101e04
2,4,0,2,26,43,8,77.0,18268,#1a2b08
3,8,0,3,36,56,12,103.0,17516,#24380c
4,10,0,4,51,75,5,133.0,6679,#334b05
5,11,0,5,47,68,20,135.0,11287,#2f4414
6,16,0,6,61,85,24,169.0,11306,#3d5518
7,18,0,7,74,103,9,188.0,3534,#4a6709
8,20,0,8,75,101,32,208.0,7598,#4b6520
9,25,0,9,93,123,36,249.0,5663,#5d7b24
10,30,0,10,114,148,44,301.0,2972,#72942c
11,36,0,11,148,180,48,369.0,1100,#94b430
12,7,1,0,39,33,21,95.0,19914,#272115
13,15,1,1,65,56,37,159.0,38388,#413825
14,22,1,2,88,76,53,218.0,48745,#584c35
15,27,1,3,108,95,69,271.0,54701,#6c5f45
16,31,1,4,129,112,77,317.0,43917,#81704d
17,34,1,5,132,120,102,354.0,37575,#847866
18,37,1,6,155,135,94,386.0,33980,#9b875e
19,39,1,7,153,142,124,421.0,34957,#998e7c
20,42,1,8,183,162,119,464.0,23758,#b7a277
21,43,1,9,175,166,150,492.0,20513,#afa696
22,45,1,10,206,191,162,559.0,19954,#cebfa2
23,47,1,11,234,221,202,651.0,8857,#eaddca
24,0,2,0,15,7,0,23.0,7144,#0f0700
25,3,2,1,31,21,3,56.0,9461,#1f1503
26,6,2,2,46,33,9,88.0,9284,#2e2109
27,9,2,3,62,44,14,119.0,8778,#3e2c0e
28,13,2,4,92,52,7,154.0,3371,#5c3407
29,14,2,5,75,58,22,154.0,6927,#4b3a16
30,19,2,6,94,71,29,193.0,6307,#5e471d
31,21,2,7,123,73,16,211.5,2190,#7b4910
32,24,2,8,116,84,38,237.0,4530,#745426
33,28,2,9,143,97,45,283.0,3814,#8f612d
34,33,2,10,174,118,57,345.0,2311,#ae7639
35,40,2,11,208,148,70,424.0,918,#d09446
36,5,3,0,23,35,20,80.0,32628,#172314
37,12,3,1,43,58,34,136.0,51603,#2b3a22
38,17,3,2,61,78,49,188.0,59448,#3d4e31
39,23,3,3,81,99,55,235.0,50972,#516337
40,26,3,4,81,102,79,263.0,36343,#51664f
41,29,3,5,101,120,71,293.0,55731,#657847
42,32,3,6,107,126,98,331.0,42618,#6b7e62
43,35,3,7,126,145,90,362.0,35276,#7e915a
44,38,3,8,130,150,125,404.0,30838,#82967d
45,41,3,9,154,173,115,443.0,17695,#9aad73
46,44,3,10,164,182,157,504.0,17632,#a4b69d
47,46,3,11,204,219,201,616.0,6540,#ccdbc9
