,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,35,51,27,114.0,41744,#23331b
1,9,0,1,66,89,51,208.0,57993,#425933
2,14,0,2,97,125,80,301.0,51685,#617d50
3,16,0,3,131,164,111,403.0,25388,#83a46f
4,8,1,0,58,55,50,164.0,98831,#3a3732
5,13,1,1,104,104,90,300.0,159814,#68685a
6,17,1,2,150,150,131,430.0,149379,#969683
7,19,1,3,201,198,178,572.0,79268,#c9c6b2
8,1,2,0,13,26,1,43.0,11715,#0d1a01
9,2,2,1,33,53,9,96.0,16836,#213509
10,6,2,2,54,81,17,150.0,13432,#365111
11,10,2,3,76,113,28,213.0,5230,#4c711c
12,0,3,0,25,16,0,43.0,13689,#191000
13,3,3,1,50,42,6,98.0,15966,#322a06
14,7,3,2,77,68,12,157.0,14972,#4d440c
15,12,3,3,104,90,25,218.0,11142,#685a19
16,5,4,0,50,44,24,120.0,59240,#322c18
17,11,4,1,88,82,44,215.0,73604,#58522c
18,15,4,2,129,118,69,313.0,66129,#817645
19,18,4,3,175,156,102,430.0,33943,#af9c66
