,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,6,20,34,61.0,378,#061422
1,2,0,1,9,71,112,195.0,5147,#094770
2,4,0,2,28,83,122,233.0,8518,#1c537a
3,6,0,3,13,104,131,251.0,4349,#0d6883
4,7,0,4,42,97,131,270.0,10017,#2a6183
5,8,0,5,36,115,140,290.0,6852,#24738c
6,9,0,6,13,131,152,298.0,4398,#0d8398
7,10,0,7,55,110,144,309.0,9606,#376e90
8,12,0,8,44,131,156,330.0,3556,#2c839c
9,13,0,9,16,153,172,343.0,4801,#1099ac
10,14,0,10,67,123,158,348.0,8235,#437b9e
11,16,0,11,27,173,187,386.0,3790,#1badbb
12,17,0,12,78,140,174,390.0,6382,#4e8cae
13,19,0,13,56,160,182,400.0,4807,#38a0b6
14,22,0,14,82,171,189,440.0,5130,#52abbd
15,24,0,15,59,188,198,444.0,4169,#3bbcc6
16,28,0,16,91,200,206,492.0,3158,#5bc8ce
17,0,1,0,8,8,6,20.0,56,#080806
18,3,1,1,77,80,74,232.0,101,#4d504a
19,18,1,2,121,136,131,390.0,172,#798883
20,25,1,3,149,163,160,474.0,373,#95a3a0
21,30,1,4,170,182,180,534.0,703,#aab6b4
22,33,1,5,188,195,193,576.0,1243,#bcc3c1
23,36,1,6,172,217,215,605.0,528,#acd9d7
24,37,1,7,200,206,204,610.0,2112,#c8cecc
25,39,1,8,213,214,212,639.0,2276,#d5d6d4
26,41,1,9,203,221,220,645.0,1578,#cbdddc
27,42,1,10,186,232,229,648.0,1293,#bae8e5
28,43,1,11,222,223,221,666.0,2517,#dedfdd
29,45,1,12,213,233,232,678.0,2332,#d5e9e8
30,46,1,13,232,234,231,697.0,1529,#e8eae7
31,47,1,14,225,243,242,710.0,2111,#e1f3f2
32,49,1,15,240,252,251,743.0,2663,#f0fcfb
33,50,1,16,255,255,255,765.0,666403,#ffffff
34,5,2,0,60,85,101,249.0,890,#3c5565
35,11,2,1,78,112,136,329.0,4141,#4e7088
36,15,2,2,97,123,156,376.0,19146,#617b9c
37,20,2,3,113,133,160,405.0,16762,#7185a0
38,21,2,4,98,148,179,426.0,4141,#6294b3
39,23,2,5,128,145,166,440.0,15185,#8091a6
40,26,2,6,144,158,174,476.0,14479,#909eae
41,27,2,7,112,178,191,480.0,5789,#70b2bf
42,29,2,8,159,171,183,513.0,14851,#9fabb7
43,31,2,9,132,200,207,539.0,4030,#84c8cf
44,32,2,10,173,185,194,551.0,16441,#adb9c2
45,34,2,11,184,197,204,586.0,20564,#b8c5cc
46,35,2,12,159,220,223,598.0,3118,#9fdcdf
47,38,2,13,194,208,214,617.0,25926,#c2d0d6
48,40,2,14,203,218,223,644.0,25632,#cbdadf
49,44,2,15,213,228,233,674.0,19662,#d5e4e9
50,48,2,16,225,241,246,712.0,7960,#e1f1f6
