,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,7,0,0,32,27,14,27.113,16512,#201b0e
1,13,0,1,56,48,29,48.8998,44182,#38301d
2,20,0,2,90,79,51,79.1617,112907,#5a4f33
3,24,0,3,127,113,81,113.14469999999999,124335,#7f7151
4,28,0,4,150,137,113,138.8478,56085,#968971
5,32,0,5,179,158,110,158.10950000000003,23872,#b39e6e
6,33,0,6,170,159,142,160.817,24996,#aa9f8e
7,37,0,7,193,183,169,184.08829999999998,10487,#c1b7a9
8,38,0,8,204,184,140,184.8211,13946,#ccb88c
9,41,0,9,222,208,181,208.90494999999999,9000,#ded0b5
10,42,0,10,242,231,215,232.09515,3820,#f2e7d7
11,5,1,0,19,30,19,25.8357,15987,#131e13
12,12,1,1,38,54,35,47.29805,39306,#263623
13,19,1,2,68,87,57,78.3222,98024,#445739
14,23,1,3,101,121,84,110.3205,117079,#657954
15,27,1,4,129,149,107,137.2006,40765,#81956b
16,31,1,5,136,155,139,148.1547,18338,#889b8b
17,34,1,6,159,178,128,165.9389,12547,#9fb280
18,35,1,7,164,180,170,174.1214,8537,#a4b4aa
19,39,1,8,189,204,157,193.19895000000002,4384,#bdcc9d
20,40,1,9,198,211,199,205.30745000000002,4066,#c6d3c7
21,43,1,10,229,241,235,235.6796,1978,#e5f1eb
22,1,2,0,5,13,0,9.994399999999999,9662,#050d00
23,4,2,1,15,26,4,20.8532,17319,#0f1a04
24,8,2,2,24,39,8,31.010999999999996,21734,#182708
25,10,2,3,33,51,13,41.1857,23797,#21330d
26,14,2,4,45,64,23,53.82549999999999,19293,#2d4017
27,15,2,5,49,68,7,55.8656,11811,#314407
28,17,2,6,62,84,28,71.0873,25740,#3e541c
29,21,2,7,81,107,38,90.9713,23077,#516b26
30,25,2,8,106,135,52,116.3079,11218,#6a8734
31,30,2,9,138,169,65,146.786,3121,#8aa941
32,36,2,10,187,205,65,182.03619999999998,468,#bbcd41
33,0,3,0,9,2,0,3.8749000000000002,2522,#090200
34,2,3,1,19,9,0,10.9729,3336,#130900
35,3,3,2,30,17,0,18.8581,3672,#1e1100
36,6,3,3,42,24,3,26.99695,3754,#2a1803
37,9,3,4,55,33,6,36.6192,3901,#372106
38,11,3,5,71,42,10,47.03905,3838,#472a0a
39,16,3,6,90,54,12,59.7945,3883,#5a360c
40,18,3,7,112,68,20,75.2644,3402,#704414
41,22,3,8,138,85,30,94.04870000000001,2225,#8a551e
42,26,3,9,172,107,39,117.8723,892,#ac6b27
43,29,3,10,206,134,46,144.35295000000002,182,#ce862e
