,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,23,11,3,14.710429681351746,12961,#170b03
1,2,0,1,49,30,6,34.51880231380753,23900,#311e06
2,3,0,2,75,49,15,55.32631306494192,37880,#4b310f
3,5,0,3,112,68,23,79.279579547856,40695,#704417
4,6,0,4,161,102,48,110.46952260799526,23589,#a16630
5,8,0,5,198,132,76,143.23805455404383,10584,#c6844c
6,11,0,6,236,160,102,174.36779404698345,3746,#eca066
7,1,1,0,22,31,18,29.15219071686154,146416,#161f12
8,4,1,1,53,65,36,69.47547091979159,254699,#354124
9,7,1,2,139,138,94,121.64679719741072,285486,#8b8a5e
10,9,1,3,160,173,160,163.25173436245146,30382,#a0ada0
11,10,1,4,190,171,116,167.2285171759785,82726,#beab74
12,12,1,5,223,203,153,201.52243053804347,36800,#dfcb99
13,13,1,6,238,235,215,231.85790054262034,10136,#eeebd7
