,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,15,27,1,45.0,13681,#0f1b01
1,2,0,1,36,53,9,98.0,20548,#243509
2,6,0,2,58,81,16,155.0,17009,#3a5110
3,9,0,3,83,111,27,216.0,6880,#536f1b
4,7,1,0,63,53,42,159.0,88512,#3f352a
5,12,1,1,109,98,79,287.0,122842,#6d624f
6,16,1,2,156,143,118,415.0,118780,#9c8f76
7,18,1,3,202,190,169,557.0,61081,#cabea9
8,3,2,0,40,53,26,122.0,58938,#28351a
9,8,2,1,73,92,50,216.0,78143,#495c32
10,13,2,2,107,128,79,311.0,62256,#6b804f
11,17,2,3,146,169,112,423.0,23853,#92a970
12,1,3,0,34,24,5,65.0,27603,#221805
13,5,3,1,68,56,18,141.0,31431,#443812
14,10,3,2,104,89,34,226.0,28867,#685922
15,14,3,3,139,120,58,316.0,19897,#8b783a
16,4,4,0,42,50,46,140.0,43086,#2a322e
17,11,4,1,90,103,89,283.0,72840,#5a6759
18,15,4,2,134,149,129,412.0,70553,#869581
19,19,4,3,187,200,179,563.0,33200,#bbc8b3
