,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,18,28,15,62.0,18630,#121c0f
1,12,0,1,33,47,26,109.0,41145,#212f1a
2,18,0,2,52,68,39,160.0,64301,#344427
3,24,0,3,77,96,59,233.0,124747,#4d603b
4,27,0,4,106,125,83,314.0,116364,#6a7d53
5,31,0,5,126,145,117,386.0,37071,#7e9175
6,34,0,6,147,167,101,416.0,18264,#93a765
7,37,0,7,148,167,144,459.0,17227,#94a790
8,40,0,8,180,196,138,511.0,6408,#b4c48a
9,41,0,9,169,188,175,532.0,6410,#a9bcaf
10,44,0,10,201,215,191,605.0,3762,#c9d7bf
11,46,0,11,225,239,231,690.0,1740,#e1efe7
12,0,1,0,10,4,0,15.0,4225,#0a0400
13,3,1,1,23,14,0,39.0,6095,#170e00
14,6,1,2,35,24,4,63.0,6740,#231804
15,10,1,3,49,33,8,90.0,7085,#312108
16,14,1,4,62,47,14,122.0,6273,#3e2f0e
17,15,1,5,78,41,4,127.0,2904,#4e2904
18,19,1,6,84,60,20,162.0,6814,#543c14
19,21,1,7,108,70,23,202.0,5855,#6c4617
20,25,1,8,136,88,37,259.0,4256,#885825
21,29,1,9,171,113,49,331.0,1741,#ab7131
22,33,1,10,207,139,63,405.0,513,#cf8b3f
23,36,1,11,214,197,29,448.0,124,#d6c51d
24,1,2,0,3,11,0,16.0,5895,#030b00
25,2,2,1,11,23,1,37.0,9432,#0b1701
26,4,2,2,20,33,4,56.0,11045,#142104
27,8,2,3,23,44,9,74.0,9146,#172c09
28,9,2,4,33,47,5,86.0,8770,#212f05
29,11,2,5,34,57,15,106.0,9417,#22390f
30,13,2,6,45,65,4,117.0,7600,#2d4104
31,17,2,7,49,74,19,141.0,9552,#314a13
32,20,2,8,64,90,19,172.0,10749,#405a13
33,22,2,9,83,114,27,220.0,7238,#53721b
34,26,2,10,112,148,36,292.0,2330,#709424
35,30,2,11,156,187,37,375.0,533,#9cbb25
36,7,3,0,30,25,15,71.0,11622,#1e190f
37,16,3,1,55,47,30,134.0,35785,#372f1e
38,23,3,2,90,78,53,222.0,96990,#5a4e35
39,28,3,3,127,112,82,321.0,114210,#7f7052
40,32,3,4,148,135,116,397.0,44395,#948774
41,35,3,5,171,150,106,428.0,27641,#ab966a
42,38,3,6,168,158,143,468.0,22969,#a89e8f
43,39,3,7,195,175,132,501.0,15935,#c3af84
44,42,3,8,191,182,171,543.0,11438,#bfb6ab
45,43,3,9,217,197,156,569.0,8058,#d9c59c
46,45,3,10,224,212,192,627.0,7323,#e0d4c0
47,47,3,11,245,236,224,701.0,3233,#f5ece0
