,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,14,25,2,42.74066223229296,13681,#0e1902
1,2,0,1,36,53,8,98.74479268055285,20548,#243508
2,7,0,2,58,81,15,155.71203480510317,17009,#3a510f
3,9,0,3,84,114,26,225.4720930232558,6880,#54721a
4,6,1,0,59,50,41,151.7747424078091,88512,#3b3229
5,12,1,1,108,97,79,286.1868660555836,122842,#6c614f
6,16,1,2,156,143,117,417.8917073581411,118780,#9c8f75
7,18,1,3,205,193,173,572.0052225733043,61081,#cdc1ad
8,3,2,0,38,51,26,116.16598798737657,58938,#26331a
9,8,2,1,73,91,50,215.60423838347646,78143,#495b32
10,13,2,2,106,128,78,314.58643343613466,62256,#6a804e
11,17,2,3,151,174,114,440.4946547604075,23853,#97ae72
12,1,3,0,32,23,6,61.8041154946926,27603,#201706
13,5,3,1,67,56,17,141.76675893226434,31431,#433811
14,10,3,2,103,89,33,226.28960404614264,28867,#675921
15,14,3,3,141,121,58,321.91099160677487,19897,#8d793a
16,4,4,0,40,47,43,132.24639093905213,43086,#282f2b
17,11,4,1,89,102,88,281.13060131795714,72840,#596658
18,15,4,2,134,150,130,415.3110427621788,70553,#869682
19,19,4,3,191,203,183,578.3675301204819,33200,#bfcbb7
