,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,4,59,92,158.0,8770,#043b5c
1,1,0,1,7,71,103,184.0,22033,#074767
2,2,0,2,19,77,113,209.0,23408,#134d71
3,3,0,3,7,90,114,212.0,25394,#075a72
4,5,0,4,24,88,123,234.0,29105,#18587b
5,6,0,5,7,104,125,237.0,25296,#07687d
6,7,0,6,27,101,130,258.0,22883,#1b6582
7,9,0,7,10,117,136,263.0,24861,#0a7588
8,11,0,8,29,118,139,286.0,21442,#1d768b
9,12,0,9,10,130,149,291.0,20185,#0a8295
10,15,0,10,29,132,152,312.0,15192,#1d8498
11,16,0,11,12,143,162,318.0,18870,#0c8fa2
12,19,0,12,15,158,175,348.0,17015,#0f9eaf
13,20,0,13,32,149,168,349.0,13693,#2095a8
14,23,0,14,40,162,180,381.0,11815,#28a2b4
15,24,0,15,22,173,187,382.0,13259,#16adbb
16,29,0,16,44,184,195,420.0,12381,#2cb8c3
17,4,1,0,33,82,114,231.0,16615,#215272
18,8,1,1,38,93,128,260.0,47620,#265d80
19,10,1,2,45,102,136,284.0,59503,#2d6688
20,13,1,3,46,118,146,309.0,32432,#2e7692
21,14,1,4,57,109,144,310.0,49922,#396d90
22,18,1,5,66,119,153,337.0,57402,#427799
23,21,1,6,57,134,162,353.0,19136,#3986a2
24,22,1,7,77,128,162,367.0,46579,#4d80a2
25,26,1,8,89,138,171,398.0,30635,#598aab
26,27,1,9,74,148,177,400.0,24284,#4a94b1
27,28,1,10,58,161,181,400.0,24045,#3aa1b5
28,30,1,11,78,170,188,434.0,25325,#4eaabc
29,32,1,12,99,154,183,435.0,21519,#639ab7
30,33,1,13,63,185,196,445.0,18769,#3fb9c4
31,34,1,14,102,180,192,472.0,24281,#66b4c0
32,37,1,15,82,198,204,482.0,15056,#52c6cc
33,39,1,16,109,204,209,519.0,10490,#6dccd1
34,17,2,0,86,117,130,336.0,2411,#567582
35,25,2,1,102,136,150,390.0,6088,#668896
36,31,2,2,112,151,171,434.0,9051,#7097ab
37,35,2,3,120,169,185,474.0,12162,#78a9b9
38,36,2,4,144,163,168,476.0,4338,#90a3a8
39,38,2,5,123,187,196,506.0,12456,#7bbbc4
40,40,2,6,144,190,195,529.0,8680,#90bec3
41,41,2,7,172,183,185,542.0,4514,#acb7b9
42,42,2,8,136,205,211,553.0,11307,#88cdd3
43,43,2,9,163,208,209,579.0,10235,#a3d0d1
44,44,2,10,153,220,223,596.0,9446,#99dcdf
45,45,2,11,194,204,203,603.0,5175,#c2cccb
46,46,2,12,178,226,225,630.0,13643,#b2e2e1
47,47,2,13,214,221,219,653.0,5779,#d6dddb
48,48,2,14,200,234,232,666.0,10761,#c8eae8
49,49,2,15,228,239,237,704.0,11955,#e4efed
50,50,2,16,247,250,249,745.0,12784,#f7faf9
