,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,23,0,0,18,23,16,21.0365,11573,#121710
1,35,0,1,36,42,29,39.1502,30429,#242a1d
2,45,0,2,55,60,42,56.877399999999994,56771,#373c2a
3,54,0,3,79,84,59,80.3004,128207,#4f543b
4,59,0,4,107,111,79,106.16839999999999,164742,#6b6f4f
5,64,0,5,119,135,107,126.1415,52042,#77876b
6,65,0,6,141,129,92,128.7643,54367,#8d815c
7,67,0,7,147,139,122,139.8459,33860,#938b7a
8,70,0,8,130,155,137,145.10725,13290,#829b89
9,72,0,9,144,164,106,151.02849999999998,17271,#90a46a
10,73,0,10,170,152,111,152.7834,22819,#aa986f
11,75,0,11,163,158,141,157.93665,22256,#a39e8d
12,77,0,12,151,174,163,165.8448,6765,#97aea3
13,78,0,13,191,171,130,171.85239999999996,13713,#bfab82
14,80,0,14,181,176,162,176.67425,12904,#b5b0a2
15,81,0,15,174,191,130,178.1415,6721,#aebf82
16,83,0,16,172,195,192,187.4973,2818,#acc3c0
17,84,0,17,209,191,149,191.9291,9145,#d1bf95
18,87,0,18,200,195,180,195.07920000000001,7862,#c8c3b4
19,88,0,19,227,212,172,211.87449999999998,5143,#e3d4ac
20,89,0,20,214,213,203,212.05275,4404,#d6d5cb
21,90,0,21,238,229,207,229.056,3395,#eee5cf
22,91,0,22,242,243,237,241.5888,2553,#f2f3ed
23,0,1,0,4,0,0,1.1956,329,#040000
24,1,1,1,7,0,0,2.3804,430,#070000
25,2,1,2,10,0,0,3.2824999999999998,228,#0a0000
26,3,1,3,15,0,0,4.7824,263,#0f0000
27,4,1,4,12,0,6,4.814699999999999,46,#0c0006
28,5,1,5,12,3,0,5.0489,174,#0c0300
29,6,1,6,21,1,0,6.76835,188,#150100
30,8,1,7,18,4,0,7.7282,166,#120400
31,10,1,8,27,0,0,8.3692,134,#1b0000
32,11,1,9,22,3,7,9.0917,62,#160307
33,12,1,10,23,5,0,9.8205,176,#170500
34,13,1,11,32,1,0,10.728,99,#200100
35,14,1,12,29,6,0,12.4674,156,#1d0600
36,15,1,13,31,4,8,13.1237,34,#1f0408
37,16,1,14,40,3,0,13.7601,69,#280300
38,17,1,15,35,8,0,14.9125,152,#230800
39,20,1,16,41,8,10,17.986,21,#29080a
40,21,1,17,41,10,0,18.4022,146,#290a00
41,22,1,18,51,6,0,18.7982,57,#330600
42,24,1,19,48,13,0,21.989,121,#300d00
43,27,1,20,58,14,0,25.8315,101,#3a0e00
44,30,1,21,69,20,0,31.934199999999997,49,#451400
45,36,1,22,85,25,0,40.0537,19,#551900
46,7,2,0,3,11,0,7.674199999999999,5997,#030b00
47,18,2,1,10,21,3,15.935399999999998,9630,#0a1503
48,25,2,2,19,27,5,22.130399999999998,8953,#131b05
49,28,2,3,18,35,15,27.817749999999997,8160,#12230f
50,29,2,4,19,39,0,29.191499999999998,6958,#132700
51,33,2,5,30,39,11,33.1848,9225,#1e270b
52,34,2,6,27,48,21,38.8144,10429,#1b3015
53,37,2,7,30,52,3,40.09329999999999,8172,#1e3403
54,40,2,8,40,53,18,45.174499999999995,11530,#283512
55,42,2,9,38,64,29,51.905499999999996,10451,#26401d
56,43,2,10,42,66,6,52.1091,7863,#2a4206
57,46,2,11,52,67,23,57.826800000000006,11909,#344317
58,49,2,12,54,79,34,66.95734999999999,14710,#364f22
59,50,2,13,59,83,14,68.15090000000001,8630,#3b530e
60,53,2,14,70,94,38,80.134,20997,#465e26
61,55,2,15,78,107,16,87.9965,4655,#4e6b10
62,57,2,16,86,114,49,98.10629999999999,20565,#567231
63,61,2,17,106,139,25,115.32549999999999,1831,#6a8b19
64,62,2,18,107,137,60,119.0149,9551,#6b893c
65,69,2,19,130,162,70,141.74379999999996,3544,#82a246
66,71,2,20,148,178,25,150.4084,493,#94b219
67,76,2,21,156,188,78,164.999,902,#9cbc4e
68,85,2,22,192,216,83,193.8923,191,#c0d853
69,9,3,0,12,8,0,8.3259,3234,#0c0800
70,19,3,1,23,16,2,16.5548,5365,#171002
71,26,3,2,32,24,6,24.167299999999997,6717,#201806
72,31,3,3,40,32,15,32.2975,6184,#28200f
73,32,3,4,48,31,3,32.946299999999994,4158,#301f03
74,38,3,5,51,41,19,41.1349,8081,#332913
75,39,3,6,69,38,6,43.652699999999996,3042,#452606
76,41,3,7,63,49,26,50.96525,8724,#3f311a
77,44,3,8,65,55,10,52.989000000000004,3447,#41370a
78,47,3,9,91,53,10,60.1151,3549,#5b350a
79,48,3,10,77,62,31,62.89484999999999,11138,#4d3e1f
80,51,3,11,94,75,38,76.06230000000001,14688,#5e4b26
81,52,3,12,117,71,17,78.69035,2842,#754711
82,56,3,13,113,89,48,91.96449999999999,14686,#715930
83,58,3,14,153,96,34,106.05449999999999,1846,#996022
84,60,3,15,134,106,59,108.7619,9332,#866a3b
85,63,3,16,158,118,70,124.85109999999999,4945,#9e7646
86,66,3,17,188,127,49,136.8704,825,#bc7f31
87,68,3,18,178,132,82,140.1865,2680,#b28452
88,74,3,19,200,146,89,155.99865,1688,#c89259
89,79,3,20,219,163,102,172.6971,773,#dba366
90,82,3,21,206,194,24,179.0637,129,#cec218
91,86,3,22,238,190,106,194.8707,311,#eebe6a
