,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,33,48,26,108.60832694518973,41744,#21301a
1,9,0,1,65,89,51,207.02398565344095,57993,#415933
2,14,0,2,97,125,79,302.8272032504595,51685,#617d4f
3,16,0,3,135,168,113,417.1065070111864,25388,#87a871
4,7,1,0,54,52,47,154.15529540326415,98831,#36342f
5,13,1,1,104,103,90,298.44817725606015,159814,#68675a
6,17,1,2,150,150,131,432.5053655466967,149379,#969683
7,19,1,3,203,201,181,586.7892592218802,79268,#cbc9b5
8,0,2,0,12,24,2,40.40665813060179,11715,#0c1802
9,2,2,1,33,53,8,95.70343311950582,16836,#213508
10,6,2,2,54,82,15,151.90693865396068,13432,#36520f
11,12,2,3,77,117,27,222.2434034416826,5230,#4d751b
12,1,3,0,23,15,2,41.356709766966176,13689,#170f02
13,3,3,1,50,41,6,98.07472128272579,15966,#322906
14,8,3,2,77,67,11,157.02130643868554,14972,#4d430b
15,11,3,3,105,91,24,222.20229761263687,11142,#695b18
16,5,4,0,48,42,23,114.97022282241728,59240,#302a17
17,10,4,1,88,82,44,215.21250203793272,73604,#58522c
18,15,4,2,129,118,67,315.56968954619003,66129,#817643
19,18,4,3,178,160,103,442.4106590460478,33943,#b2a067
