,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,7,0,0,39,33,21,94.0,20127,#272115
1,14,0,1,64,55,37,159.0,37930,#403725
2,21,0,2,87,75,52,216.0,47132,#574b34
3,27,0,3,107,93,69,268.0,51360,#6b5d45
4,31,0,4,128,111,73,311.0,36324,#806f49
5,33,0,5,127,116,97,340.0,38616,#7f7461
6,37,0,6,152,133,92,377.0,34832,#98855c
7,39,0,7,150,138,120,409.0,37231,#968a78
8,42,0,8,180,159,116,454.0,25867,#b49f74
9,43,0,9,171,161,146,480.0,23147,#aba192
10,45,0,10,203,188,159,550.0,22786,#cbbc9f
11,47,0,11,232,219,200,644.0,10225,#e8dbc8
12,4,1,0,22,33,18,76.0,28410,#162112
13,10,1,1,40,55,32,129.0,47346,#283720
14,17,1,2,58,75,45,178.0,54715,#3a4b2d
15,23,1,3,74,93,59,225.0,59276,#4a5d3b
16,26,1,4,93,112,63,267.0,50546,#5d703f
17,28,1,5,91,112,88,292.0,38990,#5b7058
18,32,1,6,112,131,81,324.0,48402,#708351
19,35,1,7,118,137,109,365.0,39776,#76896d
20,38,1,8,141,161,100,401.0,23305,#8da164
21,40,1,9,141,160,135,436.0,24335,#8da087
22,44,1,10,171,188,155,512.0,16594,#abbc9b
23,46,1,11,205,220,205,622.0,5878,#cddccd
24,0,2,0,15,7,0,23.0,7138,#0f0700
25,3,2,1,31,21,4,57.0,9798,#1f1504
26,6,2,2,48,34,10,90.0,9789,#30220a
27,9,2,3,64,46,15,123.0,9281,#402e0f
28,13,2,4,94,53,8,156.0,3451,#5e3508
29,15,2,5,79,61,23,162.0,7078,#4f3d17
30,19,2,6,100,74,31,204.0,6238,#644a1f
31,22,2,7,124,74,16,217.0,2147,#7c4a10
32,25,2,8,125,87,40,252.0,4234,#7d5728
33,29,2,9,153,102,47,300.0,3221,#99662f
34,34,2,10,182,124,60,364.0,1808,#b67c3c
35,41,2,11,217,157,72,440.0,619,#d99d48
36,1,3,0,6,15,0,23.0,10345,#060f00
37,2,3,1,17,30,4,51.0,16045,#111e04
38,5,3,2,26,43,8,77.0,18300,#1a2b08
39,8,3,3,36,55,12,103.0,16886,#24370c
40,11,3,4,46,67,20,133.0,11234,#2e4314
41,12,3,5,51,75,6,133.0,6864,#334b06
42,16,3,6,60,84,24,168.0,11046,#3c5418
43,18,3,7,74,102,9,186.0,3605,#4a6609
44,20,3,8,75,101,31,206.0,7781,#4b651f
45,24,3,9,92,122,36,248.0,5853,#5c7a24
46,30,3,10,115,149,44,303.0,3035,#73952c
47,36,3,11,150,182,50,376.0,1054,#96b632
