,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,5,13,1,9.658601826863192,9634,#050d01
1,11,0,1,14,27,5,21.093849375936095,18027,#0e1b05
2,16,0,2,23,39,8,31.511078601147457,22833,#172708
3,19,0,3,31,49,20,41.382330534196676,19768,#1f3114
4,20,0,4,36,57,5,45.881054998228834,14115,#243905
5,24,0,5,45,65,26,55.73577790019703,24869,#2d411a
6,25,0,6,56,80,10,66.19921601440969,12214,#38500a
7,26,0,7,61,86,35,75.08578815533981,28840,#3d5623
8,30,0,8,83,112,30,95.093384921884,26051,#53701e
9,33,0,9,111,144,53,119.29223307358113,14501,#6f9035
10,37,0,10,142,174,62,149.57366944521115,3623,#8eae3e
11,43,0,11,187,211,75,184.61778624754422,509,#bbd34b
12,0,1,0,3,0,0,1.0798388571428572,350,#030000
13,1,1,1,7,0,0,2.4652930283224403,459,#070000
14,2,1,2,11,0,0,4.194974951830443,519,#0b0000
15,3,1,3,17,2,0,6.735533566433567,429,#110200
16,4,1,4,23,3,0,9.23894606060606,330,#170300
17,6,1,5,28,2,9,11.224963636363636,66,#1c0209
18,7,1,6,29,4,0,11.492488562091504,306,#1d0400
19,9,1,7,36,6,1,15.222696907216495,291,#240601
20,10,1,8,44,9,1,19.12620721153846,208,#2c0901
21,12,1,9,53,11,1,23.178163025210083,119,#350b01
22,15,1,10,65,16,1,29.154998684210526,76,#411001
23,18,1,11,86,22,0,39.486066666666666,21,#561600
24,8,2,0,15,10,1,11.594245109988108,6728,#0f0a01
25,13,2,1,32,23,6,24.8340463697067,11831,#201706
26,17,2,2,49,36,12,37.85253473292082,15838,#31240c
27,22,2,3,65,51,23,53.50994368767752,16547,#413317
28,23,2,4,80,46,6,53.64007594477998,5795,#502e06
29,27,2,5,90,70,33,75.53919480174837,25624,#5a4621
30,29,2,6,125,75,16,84.02542158841598,4558,#7d4b10
31,31,2,7,134,100,52,102.6509168149513,18995,#866434
32,34,2,8,169,122,65,128.29073904248145,7415,#a97a41
33,38,2,9,198,145,86,153.13878550909672,3133,#c69156
34,41,2,10,214,189,27,171.91185,210,#d6bd1b
35,42,2,11,230,179,102,183.2562474514563,824,#e6b366
36,14,3,0,21,25,18,24.897875997228546,20206,#151912
37,21,3,1,44,50,35,48.8325265228213,59462,#2c3223
38,28,3,2,69,76,55,80.15807761784794,173062,#454c37
39,32,3,3,120,126,96,114.43770386914352,220333,#787e60
40,35,3,4,154,145,104,141.1500932498848,65110,#9a9168
41,36,3,5,144,152,134,146.41727045213497,50914,#909886
42,39,3,6,181,170,125,167.10299931429674,31063,#b5aa7d
43,40,3,7,170,174,159,170.41354600121483,24695,#aaae9f
44,44,3,8,209,194,150,192.50793956109527,15083,#d1c296
45,45,3,9,192,196,187,193.6457019541054,11156,#c0c4bb
46,46,3,10,227,217,190,216.6967042995677,8559,#e3d9be
47,47,3,11,237,238,229,235.78446330567962,4701,#edeee5
