,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,7,0,0,30,25,15,72.0,12036,#1e190f
1,16,0,1,56,47,30,135.0,35730,#382f1e
2,22,0,2,90,78,53,223.0,97369,#5a4e35
3,28,0,3,127,112,83,322.0,114394,#7f7053
4,33,0,4,148,136,116,398.0,45797,#948874
5,35,0,5,172,151,106,430.0,26520,#ac976a
6,38,0,6,168,158,143,468.0,23223,#a89e8f
7,39,0,7,195,175,133,504.0,15370,#c3af85
8,42,0,8,192,182,170,543.0,11449,#c0b6aa
9,43,0,9,218,198,157,573.0,7584,#dac69d
10,45,0,10,224,212,193,629.0,7045,#e0d4c1
11,47,0,11,245,235,224,700.0,3185,#f5ebe0
12,1,1,0,3,11,0,16.0,5750,#030b00
13,2,1,1,11,23,1,37.0,9721,#0b1701
14,4,1,2,20,33,4,57.0,11572,#142104
15,8,1,3,23,44,9,75.0,9786,#172c09
16,9,1,4,33,49,5,88.0,9398,#213105
17,12,1,5,35,59,16,110.0,9109,#233b10
18,13,1,6,45,65,5,117.0,8003,#2d4105
19,17,1,7,53,77,18,146.0,11471,#354d12
20,20,1,8,68,95,21,182.0,9927,#445f15
21,23,1,9,88,119,28,232.0,6013,#58771c
22,26,1,10,117,153,38,304.0,1975,#759926
23,30,1,11,157,187,38,377.0,430,#9dbb26
24,5,2,0,18,27,14,62.0,18137,#121b0e
25,11,2,1,33,47,26,107.0,39815,#212f1a
26,18,2,2,51,67,38,158.0,62947,#334326
27,24,2,3,77,95,58,232.0,125205,#4d5f3a
28,27,2,4,106,125,83,313.0,118778,#6a7d53
29,31,2,5,126,145,118,387.0,36672,#7e9176
30,34,2,6,146,166,100,413.0,18352,#92a664
31,37,2,7,149,167,144,459.0,17089,#95a790
32,40,2,8,179,196,137,510.0,6743,#b3c489
33,41,2,9,169,188,176,533.0,6190,#a9bcb0
34,44,2,10,201,215,190,605.0,3786,#c9d7be
35,46,2,11,224,237,231,687.0,1893,#e0ede7
36,0,3,0,11,4,0,16.0,4206,#0b0400
37,3,3,1,23,14,0,39.0,5826,#170e00
38,6,3,2,35,24,4,63.0,6745,#231804
39,10,3,3,49,33,7,89.0,6763,#312107
40,14,3,4,62,46,14,119.0,6396,#3e2e0e
41,15,3,5,80,43,4,131.0,2832,#502b04
42,19,3,6,83,60,20,162.0,6399,#533c14
43,21,3,7,108,70,23,201.0,5807,#6c4617
44,25,3,8,136,88,37,258.0,4033,#885825
45,29,3,9,168,111,47,323.0,1808,#a86f2f
46,32,3,10,203,136,60,393.0,583,#cb883c
47,36,3,11,219,188,40,444.5,138,#dbbc28
