,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,21,0,0,99,103,93,295.0,76382,#63675d
1,27,0,1,143,149,131,422.0,103668,#8f9583
2,29,0,2,197,199,177,571.0,61835,#c5c7b1
3,5,1,0,35,60,11,106.0,28486,#233c0b
4,12,1,1,59,98,19,176.0,28921,#3b6213
5,19,1,2,94,147,30,268.0,13794,#5e931e
6,10,2,0,71,62,31,165.0,39925,#473e1f
7,20,2,1,125,106,56,287.0,50862,#7d6a38
8,25,2,2,169,141,86,395.0,53687,#a98d56
9,14,3,0,63,82,50,197.0,43791,#3f5232
10,22,3,1,102,125,79,306.0,54972,#667d4f
11,26,3,2,142,165,110,414.0,39292,#8ea56e
12,3,4,0,17,42,1,61.0,13978,#112a01
13,6,4,1,33,70,3,107.0,15110,#214603
14,11,4,2,57,107,5,168.0,6576,#396b05
15,15,5,0,90,86,58,235.0,47100,#5a563a
16,23,5,1,135,128,92,356.0,69775,#87805c
17,28,5,2,185,170,125,479.0,57157,#b9aa7d
18,8,6,0,55,66,25,147.0,32378,#374219
19,17,6,1,93,111,46,250.0,31749,#5d6f2e
20,24,6,2,136,167,72,373.0,14359,#88a748
21,4,7,0,44,38,7,91.0,18853,#2c2607
22,9,7,1,76,67,17,159.0,20653,#4c4311
23,16,7,2,110,99,30,237.0,10358,#6e631e
24,0,8,0,0,0,2,2.0,181,#000002
25,1,8,1,0,0,4,4.0,137,#000004
26,2,8,2,1,0,5,6.0,29,#010005
27,7,9,0,35,62,24,122.0,21662,#233e18
28,13,9,1,56,93,37,187.0,29156,#385d25
29,18,9,2,82,125,54,259.0,15174,#527d36
