,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,44,46,41,132.80865904894,124009,#2c2e29
1,11,0,1,86,87,78,253.09377437781524,158956,#56574e
2,15,0,2,132,132,118,383.4493617191165,100191,#848476
3,19,0,3,196,192,173,562.4536223496607,38014,#c4c0ad
4,0,1,0,20,33,4,58.40603356419819,15016,#142104
5,5,1,1,51,72,12,137.42098146822556,12573,#33480c
6,9,1,2,87,123,29,239.9506172839506,5994,#577b1d
7,16,1,3,149,204,58,412.2304177545692,3064,#95cc3a
8,3,2,0,50,44,30,124.8188900874985,50058,#322c1e
9,10,2,1,99,87,58,245.05844572020783,73333,#63573a
10,14,2,2,149,126,82,358.8989556085552,103984,#957e52
11,18,2,3,188,159,117,465.6588563547298,63079,#bc9f75
12,2,3,0,30,44,25,100.22602293458431,46044,#1e2c19
13,7,3,1,63,83,48,195.32720335411167,45079,#3f5330
14,12,3,2,98,125,74,298.2103555946282,32987,#627d4a
15,17,3,3,148,185,101,435.88442083965606,11862,#94b965
16,1,4,0,32,26,7,65.24764996280517,14787,#201a07
17,6,4,1,78,70,18,167.67195767195767,29484,#4e4612
18,8,4,2,106,94,34,235.49762098464117,40563,#6a5e22
19,13,4,3,134,117,51,303.91414157746664,30923,#867533
