,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,15,18,18,18.35844005223296,19145,#0f1212
1,6,0,1,28,33,31,31.994479856832715,34086,#1c211f
2,10,0,2,43,50,47,49.17332699112354,32896,#2b322f
3,16,0,3,64,77,68,77.3203559971611,38043,#404d44
4,21,0,4,103,123,105,111.24970505300195,44904,#677b69
5,26,0,5,126,147,126,137.53417255880825,25039,#7e937e
6,31,0,6,147,164,147,156.80824228427738,15112,#93a493
7,34,0,7,167,182,169,176.08456747030047,8586,#a7b6a9
8,38,0,8,193,203,189,198.3767955767196,4725,#c1cbbd
9,41,0,9,222,228,209,223.81123151232512,3002,#dee4d1
10,43,0,10,247,248,241,247.11280666201603,2867,#f7f8f1
11,4,1,0,25,20,14,23.028266918653483,15477,#19140e
12,9,1,1,54,44,27,48.15348222529488,35438,#362c1b
13,18,1,2,88,70,41,80.79719933401593,112315,#584629
14,23,1,3,145,119,79,115.92936131729832,132377,#91774f
15,28,1,4,166,145,105,145.27851481011626,61485,#a69169
16,30,1,5,204,143,88,152.87869193971656,13337,#cc8f58
17,33,1,6,189,166,122,167.56431057377645,41253,#bda67a
18,36,1,7,208,187,141,187.39879425212013,24409,#d0bb8d
19,37,1,8,238,179,122,189.30678977889028,7191,#eeb37a
20,39,1,9,230,207,159,208.3584282379628,13666,#e6cf9f
21,42,1,10,245,230,188,229.43906583393243,5564,#f5e6bc
22,0,2,0,14,4,1,7.354594062153163,3604,#0e0401
23,1,2,1,31,13,2,17.73741142908567,5556,#1f0d02
24,5,2,2,45,23,3,28.526160225442833,7452,#2d1703
25,8,2,3,61,33,5,39.264285991109084,8773,#3d2105
26,13,2,4,77,43,8,50.39408955551126,10034,#4d2b08
27,14,2,5,97,53,11,62.67369464855408,9717,#61350b
28,17,2,6,121,66,16,78.15088485968357,8659,#794210
29,19,2,7,151,82,24,96.53519375109094,5729,#975218
30,22,2,8,177,97,46,114.6276417753623,2760,#b1612e
31,24,2,9,195,122,25,131.32092649945474,917,#c37a19
32,27,2,10,221,126,63,144.95033211267605,710,#dd7e3f
33,3,3,0,13,23,8,19.499451464045944,24726,#0d1708
34,7,3,1,25,40,14,33.19378699792756,40532,#19280e
35,11,3,2,37,57,26,49.402655617516345,35327,#25391a
36,12,3,3,44,58,7,49.871357402970766,20870,#2c3a07
37,15,3,4,62,82,28,72.8199442286301,46748,#3e521c
38,20,3,5,95,123,38,103.07613077307519,38017,#5f7b26
39,25,3,6,124,153,76,131.33780733746713,21288,#7c994c
40,29,3,7,147,175,46,149.17233667180278,6490,#93af2e
41,32,3,8,161,187,94,166.4845361912895,5855,#a1bb5e
42,35,3,9,184,212,64,185.15791298535962,3142,#b8d440
43,40,3,10,209,233,110,209.71636109324757,2177,#d1e96e
