,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,26,17,4,48.0,24034,#1a1104
1,7,0,1,50,38,18,108.0,40309,#322612
2,13,0,2,68,56,38,162.0,42269,#443826
3,15,0,3,88,63,24,178.0,20934,#583f18
4,21,0,4,87,75,55,217.0,49485,#574b37
5,24,0,5,111,89,48,249.0,27280,#6f5930
6,26,0,6,106,93,74,273.0,44666,#6a5d4a
7,30,0,7,128,109,71,309.0,35925,#806d47
8,33,0,8,126,114,96,336.0,37126,#7e7260
9,35,0,9,171,122,68,360.0,7139,#ab7a44
10,37,0,10,148,130,92,371.0,34386,#94825c
11,40,0,11,148,136,120,404.0,33424,#948878
12,42,0,12,171,151,111,434.0,27435,#ab976f
13,44,0,13,171,160,145,474.0,24008,#aba091
14,46,0,14,196,175,133,504.0,17868,#c4af85
15,48,0,15,207,193,168,567.0,19400,#cfc1a8
16,49,0,16,237,222,202,656.0,9153,#eddeca
17,0,1,0,5,13,0,19.0,7892,#050d00
18,1,1,1,15,26,3,45.0,12245,#0f1a03
19,4,1,2,24,38,6,68.0,13552,#182606
20,5,1,3,30,48,15,92.0,9356,#1e300f
21,6,1,4,35,53,2,92.0,8034,#233502
22,9,1,5,42,61,18,120.0,9622,#2a3d12
23,10,1,6,49,70,5,125.0,6094,#314605
24,11,1,7,53,75,22,150.0,8771,#354b16
25,14,1,8,66,91,10,166.0,4288,#425b0a
26,16,1,9,64,88,28,180.0,7280,#40581c
27,18,1,10,77,102,32,210.0,6492,#4d6620
28,20,1,11,86,117,13,216.0,2221,#56750d
29,23,1,12,90,118,39,247.0,4436,#5a7627
30,28,1,13,106,137,45,286.0,3151,#6a892d
31,29,1,14,121,155,16,296.0,742,#799b10
32,34,1,15,127,162,53,340.0,1672,#7fa235
33,39,1,16,162,192,55,403.0,608,#a2c037
34,3,2,0,18,28,16,64.0,17376,#121c10
35,8,2,1,34,47,27,110.0,30005,#222f1b
36,12,2,2,48,64,40,152.0,36017,#304028
37,17,2,3,65,80,44,189.0,29473,#41502c
38,19,2,4,62,83,63,211.0,23253,#3e533f
39,22,2,5,83,100,55,238.0,36893,#536437
40,25,2,6,81,101,79,262.0,25300,#51654f
41,27,2,7,98,117,69,284.0,40116,#627545
42,31,2,8,99,118,94,312.0,28069,#63765e
43,32,2,9,115,134,82,331.0,32201,#738652
44,36,2,10,118,136,110,364.0,27402,#76886e
45,38,2,11,137,157,97,390.0,19488,#899d61
46,41,2,12,136,154,130,421.0,20192,#889a82
47,43,2,13,165,182,123,467.0,11017,#a5b67b
48,45,2,14,156,173,158,486.0,10911,#9cad9e
49,47,2,15,188,201,177,564.0,7771,#bcc9b1
50,50,2,16,222,234,223,673.0,3219,#deeadf
