,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,52,48,18,119.12664535268873,69438,#343012
1,5,0,1,90,86,39,216.56356093784305,86539,#5a5627
2,7,0,2,132,121,64,318.49276006854063,76451,#847940
3,9,0,3,176,154,94,425.62894815010395,60598,#b09a5e
4,3,1,0,67,80,53,200.74900521708375,113090,#435035
5,8,1,1,112,120,91,324.8536102760317,182950,#70785b
6,10,1,2,153,158,126,438.07274838078945,163660,#999e7e
7,11,1,3,203,201,175,580.4867004226033,76431,#cbc9af
8,0,2,0,25,48,6,80.2690497264242,49712,#193006
9,2,2,1,47,80,17,145.33917742999148,62171,#2f5011
10,4,2,2,71,113,29,214.3680496298517,43361,#47711d
11,6,2,3,109,159,43,312.455477915251,15599,#6d9f2b
