,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,53,43,25,121.21373737040217,121144,#352b19
1,10,0,1,103,91,64,258.37864464692484,158040,#675b40
2,13,0,2,150,136,109,396.15159668985126,137879,#96886d
3,17,0,3,201,189,168,559.2303105798704,71447,#c9bda8
4,5,1,0,44,56,35,136.4113129759578,93627,#2c3823
5,11,1,1,85,103,69,259.0023321068179,135071,#556745
6,12,1,2,125,145,110,381.7202153851937,106414,#7d916e
7,16,1,3,181,197,165,544.5727727820524,43148,#b5c5a5
8,2,2,0,37,37,23,99.45601374570447,8730,#252517
9,8,2,1,88,89,66,243.80874959888757,9349,#585942
10,14,2,2,139,140,119,398.72555059294626,6493,#8b8c77
11,19,2,3,209,210,192,612.2336936265375,2683,#d1d2c0
12,1,3,0,27,30,36,95.10776350585569,10588,#1b1e24
13,7,3,1,76,79,87,243.7109436508829,8891,#4c4f57
14,15,3,2,126,131,141,400.18029404178486,7754,#7e838d
15,18,3,3,185,191,202,579.8125158992623,3931,#b9bfca
16,0,4,0,16,28,3,48.67657003492046,18041,#101c03
17,3,4,1,40,57,11,108.56157128705327,26246,#28390b
18,6,4,2,63,86,20,170.07304967739026,22163,#3f5614
19,9,4,3,92,119,35,247.38129410357612,8361,#5c7723
