,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,25,17,3,48.0,23464,#191103
1,3,0,1,49,39,19,108.0,36717,#312713
2,6,0,2,67,57,39,163.0,37042,#433927
3,7,0,3,88,65,23,179.0,18427,#584117
4,10,0,4,88,76,55,220.0,43580,#584c37
5,12,0,5,113,91,50,254.0,26393,#715b32
6,14,0,6,107,96,76,279.0,40273,#6b604c
7,16,0,7,130,112,73,315.0,34805,#827049
8,19,0,8,128,116,99,343.0,34673,#807463
9,21,0,9,176,127,71,374.0,6753,#b07f47
10,22,0,10,150,133,95,377.0,32895,#96855f
11,24,0,11,149,138,123,411.0,31466,#958a7b
12,26,0,12,173,154,113,442.0,25692,#ad9a71
13,28,0,13,172,162,149,482.0,21790,#aca295
14,29,0,14,198,178,135,512.0,15959,#c6b287
15,31,0,15,208,195,172,575.0,16814,#d0c3ac
16,33,0,16,236,225,209,663.0,7759,#ece1d1
17,0,1,0,13,24,5,44.0,36328,#0d1805
18,2,1,1,28,44,15,88.0,54942,#1c2c0f
19,4,1,2,41,57,33,131.0,45369,#293921
20,5,1,3,52,72,18,143.0,31544,#344812
21,8,1,4,58,75,47,181.0,49969,#3a4b2f
22,9,1,5,76,98,36,209.0,31546,#4c6224
23,11,1,6,74,92,63,230.0,47291,#4a5c3f
24,13,1,7,93,113,62,267.0,47179,#5d713e
25,15,1,8,90,110,86,287.0,33089,#5a6e56
26,17,1,9,118,144,58,320.0,12066,#76903a
27,18,1,10,110,128,83,320.0,45490,#6e8053
28,20,1,11,113,133,110,357.0,28516,#71856e
29,23,1,12,132,151,99,382.0,29066,#849763
30,25,1,13,138,158,135,430.0,22952,#8a9e87
31,27,1,14,161,180,117,457.0,12072,#a1b475
32,30,1,15,170,187,162,520.0,13376,#aabba2
33,32,1,16,208,223,203,627.0,4703,#d0dfcb
