,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,6,0,0,1.7934,777,#060000
1,1,0,1,12,0,0,4.163,665,#0c0000
2,2,0,2,19,2,0,7.004,527,#130200
3,3,0,3,27,4,0,10.3026,495,#1b0400
4,5,0,4,37,7,0,15.0319,386,#250700
5,7,0,5,49,12,0,21.092299999999998,229,#310c00
6,9,0,6,65,17,0,29.418300000000002,124,#411100
7,4,1,0,8,18,0,13.6089,15783,#081200
8,8,1,1,20,35,8,27.4413,29501,#142308
9,12,1,2,33,51,15,41.8079,37635,#21330f
10,14,1,3,49,71,24,58.9128,42244,#314718
11,17,1,4,73,99,39,83.92815,48698,#496327
12,20,1,5,105,135,57,116.77029999999999,19612,#698739
13,23,1,6,151,181,74,158.851,2332,#97b54a
14,11,2,0,32,38,26,35.7253,41585,#20261a
15,15,2,1,73,79,55,75.0696,196781,#494f37
16,19,2,2,117,121,88,115.91165,271558,#757958
17,22,2,3,155,152,122,149.7636,97297,#9b987a
18,25,2,4,182,176,148,174.72570000000002,47073,#b6b094
19,26,2,5,209,201,177,200.2239,21613,#d1c9b1
20,27,2,6,235,231,217,229.73225,7752,#ebe7d9
21,6,3,0,21,15,1,15.682,10858,#150f01
22,10,3,1,42,31,11,32.26049999999999,19115,#2a1f0b
23,13,3,2,66,49,22,51.0569,25063,#423116
24,16,3,3,97,74,36,76.0369,33248,#614a24
25,18,3,4,133,102,55,105.0548,20812,#856637
26,21,3,5,178,131,77,137.99349999999998,6599,#b2834d
27,24,3,6,216,162,97,170.82365,1638,#d8a261
