,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,18,34,3,21.63648584232276,37266,#122203
1,3,0,1,33,54,8,42.09153755004003,24980,#213608
2,6,0,2,47,70,12,56.45700295867954,17812,#2f460c
3,10,0,3,61,85,17,69.93384408458044,13431,#3d5511
4,13,0,4,74,99,29,83.7470787073879,9299,#4a631d
5,16,0,5,79,111,7,89.31713517156862,2448,#4f6f07
6,20,0,6,92,119,35,101.3915961686494,5716,#5c7723
7,25,0,7,108,144,11,117.4692066893424,882,#6c900b
8,27,0,8,110,142,44,121.27721089572192,2992,#6e8e2c
9,34,0,9,135,170,50,145.11654313005144,1361,#87aa32
10,36,0,10,158,179,10,152.91822542955327,291,#9eb30a
11,41,0,11,183,205,55,179.53945687499998,320,#b7cd37
12,4,1,0,58,49,28,44.23045648888533,50024,#3a311c
13,11,1,1,86,73,43,72.30868140968083,49004,#56492b
14,17,1,2,107,91,56,91.16433663469921,51615,#6b5b38
15,22,1,3,126,108,67,107.212359452299,40387,#7e6c43
16,26,1,4,135,119,90,119.60954477902986,53333,#87775a
17,30,1,5,153,127,78,129.66545213862835,15033,#997f4e
18,32,1,6,158,142,105,141.13031451943974,49692,#9e8e69
19,35,1,7,188,144,91,151.08241980310487,5282,#bc905b
20,39,1,8,180,162,122,161.15228471900593,35410,#b4a27a
21,42,1,9,220,178,111,181.62089842908438,2228,#dcb26f
22,43,1,10,204,185,145,183.44252212103157,23498,#ccb991
23,47,1,11,232,213,174,215.75358120295604,14614,#e8d5ae
24,0,2,0,39,23,4,20.699046013816282,21424,#271704
25,5,2,1,65,43,9,45.19534218333334,12000,#412b09
26,7,2,2,99,55,7,62.35635480309164,2717,#633707
27,8,2,3,83,63,21,63.21511958762887,7372,#533f15
28,12,2,4,108,76,30,79.93310336972891,5312,#6c4c1e
29,14,2,5,129,75,11,83.76953482335976,1387,#814b0b
30,18,2,6,135,90,38,97.15223321956769,3516,#875a26
31,23,2,7,169,107,16,114.47305246252675,467,#a96b10
32,24,2,8,159,106,50,115.32650673449612,2064,#9f6a32
33,31,2,9,187,127,54,136.12779685863873,1146,#bb7f36
34,38,2,10,215,151,68,160.2307692631579,475,#d79744
35,45,2,11,220,200,27,185.95582391304347,92,#dcc81b
36,2,3,0,34,51,27,38.57393543946956,69527,#22331b
37,9,3,1,57,77,41,65.6488984531873,62451,#394d29
38,15,3,2,75,97,54,84.71712788834122,64518,#4b6136
39,19,3,3,94,115,59,101.22255980897594,36854,#5e733b
40,21,3,4,95,119,83,106.35140234805701,59496,#5f7753
41,28,3,5,114,136,71,121.40327263153296,22884,#728847
42,29,3,6,118,141,101,128.32459174160059,48932,#768d65
43,33,3,7,136,159,85,143.14841102162907,13038,#889f55
44,37,3,8,142,165,131,153.6995845313622,33416,#8ea583
45,40,3,9,160,181,102,164.4413940600882,7256,#a0b566
46,44,3,10,186,204,133,185.59169770354904,7664,#bacc85
47,46,3,11,197,217,193,205.333888097862,9074,#c5d9c1
