,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,3,0,0,34,48,27,41.982099999999996,74738,#22301b
1,8,0,1,59,76,46,68.0549,65235,#3b4c2e
2,14,0,2,78,97,61,87.3291,67156,#4e613d
3,20,0,3,96,115,67,103.1263,43360,#607343
4,23,0,4,101,121,91,111.9444,59060,#65795b
5,27,0,5,116,137,77,123.86160000000001,22167,#74894d
6,31,0,6,125,144,111,134.13459999999998,45033,#7d906f
7,33,0,7,137,158,87,143.7027,9603,#899e57
8,38,0,8,149,168,145,159.1445,25402,#95a891
9,40,0,9,157,176,110,161.8164,8627,#9db06e
10,44,0,10,183,199,142,186.97095,5496,#b7c78e
11,46,0,11,197,212,195,204.82229999999998,8380,#c5d4c3
12,5,1,0,53,45,28,46.03255,48166,#352d1c
13,10,1,1,82,70,48,71.4183,48225,#524630
14,17,1,2,102,89,63,90.0869,50834,#66593f
15,21,1,3,121,105,73,105.3072,40486,#796949
16,25,1,4,131,118,96,119.1333,53784,#837660
17,29,1,5,149,127,79,127.95850000000002,14994,#957f4f
18,32,1,6,152,139,113,139.9662,49825,#988b71
19,35,1,7,183,142,93,149.74714999999998,5370,#b78e5d
20,39,1,8,172,158,132,159.81045,37288,#ac9e84
21,41,1,9,216,171,115,178.027,2418,#d8ab73
22,43,1,10,195,181,156,182.1838,24349,#c3b59c
23,47,1,11,226,212,190,212.8376,14903,#e2d4be
24,1,2,0,16,29,3,22.734499999999997,37304,#101d03
25,2,2,1,34,52,11,41.972899999999996,25361,#22340b
26,6,2,2,48,69,16,56.2058,18079,#304510
27,9,2,3,61,84,22,70.0227,13894,#3d5416
28,13,2,4,75,99,32,84.2255,9440,#4b6320
29,15,2,5,78,109,9,88.7485,2565,#4e6d09
30,19,2,6,93,120,38,101.9799,5823,#5d7826
31,24,2,7,107,143,14,117.79814999999999,848,#6b8f0e
32,26,2,8,111,142,47,121.2042,2945,#6f8e2f
33,34,2,9,136,170,55,145.04649999999998,1315,#88aa37
34,36,2,10,152,179,10,151.1792,299,#98b30a
35,42,2,11,185,206,62,182.1635,274,#b9ce3e
36,0,3,0,29,18,1,19.81805,19654,#1d1201
37,4,3,1,58,40,11,42.065799999999996,11525,#3a280b
38,7,3,2,79,54,17,57.225899999999996,8240,#4f3611
39,11,3,3,111,64,9,71.84965,2090,#6f4009
40,12,3,4,97,70,28,73.08879999999999,5663,#61461c
41,16,3,5,123,82,37,89.59205,3990,#7b5225
42,18,3,6,143,85,17,95.06405,854,#8f5511
43,22,3,7,149,99,48,108.0933,2556,#956330
44,28,3,8,180,117,23,126.1676,330,#b47517
45,30,3,9,177,118,58,128.083,1370,#b1763a
46,37,3,10,208,143,68,153.2155,575,#d08f44
47,45,3,11,229,200,42,190.6253,107,#e5c82a
