,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,6,16,0,24.0,10881,#061000
1,2,0,1,17,30,4,52.0,16468,#111e04
2,4,0,2,26,44,8,78.0,18009,#1a2c08
3,8,0,3,37,56,12,104.0,17162,#25380c
4,11,0,4,52,76,5,134.0,6568,#344c05
5,12,0,5,47,68,20,135.0,11157,#2f4414
6,16,0,6,61,85,24,170.0,10850,#3d5518
7,17,0,7,74,102,9,186.0,3576,#4a6609
8,21,0,8,76,102,32,209.0,7089,#4c6620
9,25,0,9,94,124,36,250.0,5558,#5e7c24
10,30,0,10,115,149,44,303.0,2871,#73952c
11,36,0,11,151,182,45,373.0,933,#97b62d
12,7,1,0,40,34,21,96.0,20879,#282215
13,14,1,1,65,56,38,161.0,38662,#413826
14,22,1,2,88,76,53,219.0,48941,#584c35
15,27,1,3,109,95,70,273.0,55036,#6d5f46
16,31,1,4,131,113,76,318.0,37883,#83714c
17,33,1,5,130,118,100,349.0,39241,#827664
18,37,1,6,155,136,95,386.0,34070,#9b885f
19,39,1,7,152,141,123,417.0,35081,#988d7b
20,42,1,8,184,163,120,465.0,24539,#b8a378
21,43,1,9,174,164,149,487.0,20766,#aea495
22,45,1,10,205,191,163,558.0,20704,#cdbfa3
23,47,1,11,234,221,203,653.0,9006,#eaddcb
24,0,2,0,15,7,0,23.0,7123,#0f0700
25,3,2,1,31,21,3,56.0,9606,#1f1503
26,6,2,2,47,33,9,88.0,9819,#2f2109
27,9,2,3,61,47,17,123.0,8129,#3d2f11
28,10,2,4,78,43,5,130.0,3629,#4e2b05
29,15,2,5,80,61,23,163.0,7685,#503d17
30,18,2,6,110,64,11,186.0,2956,#6e400b
31,20,2,7,99,75,31,204.0,5857,#634b1f
32,24,2,8,124,85,38,246.0,4831,#7c5526
33,28,2,9,149,99,46,293.0,3501,#95632e
34,34,2,10,178,121,58,353.0,2169,#b2793a
35,40,2,11,213,155,72,433.0,741,#d59b48
36,5,3,0,23,35,19,80.0,32705,#172313
37,13,3,1,43,58,34,136.0,52428,#2b3a22
38,19,3,2,61,78,49,189.0,59797,#3d4e31
39,23,3,3,82,99,55,236.0,52384,#526337
40,26,3,4,81,102,79,264.0,36286,#51664f
41,29,3,5,101,120,72,293.0,55917,#657848
42,32,3,6,107,126,99,332.0,42823,#6b7e63
43,35,3,7,126,146,90,362.0,34851,#7e925a
44,38,3,8,131,150,126,406.0,30352,#83967e
45,41,3,9,155,173,115,444.0,17143,#9bad73
46,44,3,10,165,183,158,507.0,17187,#a5b79e
47,46,3,11,205,220,203,619.0,6151,#cddccb
