,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,6,0,0,24,36,20,82.0,34665,#182414
1,12,0,1,44,59,35,140.0,54574,#2c3b23
2,19,0,2,63,80,50,194.0,61296,#3f5032
3,24,0,3,84,101,56,241.0,51325,#546538
4,26,0,4,82,103,80,267.0,36985,#526750
5,29,0,5,103,122,73,298.0,55567,#677a49
6,32,0,6,108,128,101,336.0,40426,#6c8065
7,35,0,7,127,147,92,367.0,34779,#7f935c
8,38,0,8,132,152,128,411.0,28764,#849880
9,41,0,9,156,175,116,447.0,16267,#9caf74
10,44,0,10,167,184,159,511.0,16219,#a7b89f
11,46,0,11,207,221,204,624.0,5910,#cfddcc
12,7,1,0,40,34,21,97.0,22786,#282215
13,15,1,1,66,57,38,163.0,40980,#423926
14,22,1,2,90,78,54,223.0,50772,#5a4e36
15,27,1,3,111,96,67,275.0,53346,#6f6043
16,31,1,4,122,110,91,321.0,37584,#7a6e5b
17,34,1,5,141,123,82,348.0,37531,#8d7b52
18,37,1,6,143,131,114,387.0,37871,#8f8372
19,40,1,7,166,146,104,418.0,29748,#a69268
20,42,1,8,165,155,140,459.0,27564,#a59b8c
21,43,1,9,191,171,129,492.0,19821,#bfab81
22,45,1,10,202,189,166,556.0,20775,#cabda6
23,47,1,11,234,220,201,649.0,9182,#eadcc9
24,1,2,0,6,16,0,24.0,10829,#061000
25,3,2,1,17,30,4,52.0,16509,#111e04
26,4,2,2,26,44,9,78.0,18455,#1a2c09
27,8,2,3,37,56,12,105.0,17393,#25380c
28,10,2,4,52,76,5,135.0,6731,#344c05
29,11,2,5,47,69,21,137.0,11320,#2f4515
30,16,2,6,62,86,25,171.0,10881,#3e5619
31,18,2,7,76,105,10,192.0,3382,#4c690a
32,21,2,8,76,103,32,210.0,7261,#4c6720
33,25,2,9,94,123,37,251.0,5437,#5e7b25
34,30,2,10,115,149,44,304.0,2957,#73952c
35,36,2,11,149,183,50,376.0,1013,#95b732
36,0,3,0,14,6,0,22.0,6502,#0e0600
37,2,3,1,29,20,2,52.0,8618,#1d1402
38,5,3,2,44,31,8,82.0,9008,#2c1f08
39,9,3,3,59,43,13,113.0,8560,#3b2b0d
40,13,3,4,86,48,6,142.0,3480,#563006
41,14,3,5,74,57,21,151.0,6644,#4a3915
42,17,3,6,93,70,28,189.0,6251,#5d461c
43,20,3,7,115,67,12,196.0,2491,#73430c
44,23,3,8,116,82,36,233.0,4688,#745224
45,28,3,9,142,95,43,278.0,3723,#8e5f2b
46,33,3,10,171,116,55,339.0,2259,#ab7437
47,39,3,11,207,146,68,418.0,871,#cf9244
