,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,37,52,30,45.9368,92952,#25341e
1,8,0,1,67,85,52,76.1884,81767,#435534
2,12,0,2,89,108,69,98.02729999999998,84324,#596c45
3,16,0,3,108,127,87,117.0437,76934,#6c7f57
4,19,0,4,129,148,108,137.7029,53669,#81946c
5,22,0,5,153,171,134,160.8936,29341,#99ab86
6,26,0,6,186,202,178,193.0856,15315,#bacab2
7,5,1,0,62,53,34,54.051899999999996,72836,#3e3522
8,9,1,1,97,84,59,85.27999999999999,71140,#61543b
9,13,1,2,122,107,79,108.75209999999998,71596,#7a6b4f
10,17,1,3,143,129,100,129.9089,68622,#8f8164
11,21,1,4,165,150,122,150.99179999999998,53025,#a5967a
12,24,1,5,188,173,145,174.24630000000002,32201,#bcad91
13,27,1,6,219,205,182,205.7396,20746,#dbcdb6
14,1,2,0,20,34,4,26.9127,49258,#142204
15,3,2,1,42,62,14,50.2234,27805,#2a3e0e
16,6,2,2,61,84,22,69.3309,19165,#3d5416
17,10,2,3,79,105,30,88.0856,11683,#4f691e
18,14,2,4,99,129,40,109.0205,6177,#638128
19,18,2,5,126,160,49,135.98945000000003,2472,#7ea031
20,23,2,6,169,193,56,168.1622,595,#a9c138
21,0,3,0,35,22,3,24.087300000000003,25845,#231603
22,4,3,1,72,50,16,52.89675,13648,#483210
23,7,3,2,100,68,25,72.7252,8981,#644419
24,11,3,3,129,85,37,92.2945,5576,#815525
25,15,3,4,159,105,49,114.99414999999999,2972,#9f6931
26,20,3,5,194,133,64,142.76040000000003,1185,#c28540
27,25,3,6,227,188,48,183.49104999999997,170,#e3bc30
