,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,17,27,14,60.0,17692,#111b0e
1,11,0,1,32,46,25,105.0,39453,#202e19
2,18,0,2,50,66,38,156.0,63484,#324226
3,23,0,3,76,94,57,229.0,121579,#4c5e39
4,26,0,4,104,123,82,309.0,117542,#687b52
5,30,0,5,124,143,115,380.0,40084,#7c8f73
6,34,0,6,145,165,99,410.0,19224,#91a563
7,37,0,7,147,165,142,454.0,18449,#93a58e
8,40,0,8,178,195,135,506.0,6889,#b2c387
9,41,0,9,168,187,173,528.0,7063,#a8bbad
10,44,0,10,200,214,189,601.0,4108,#c8d6bd
11,46,0,11,223,238,232,690.0,1902,#dfeee8
12,1,1,0,3,11,0,16.0,6072,#030b00
13,2,1,1,12,23,1,38.0,9605,#0c1701
14,4,1,2,20,34,4,58.0,11804,#142204
15,8,1,3,23,47,9,78.0,8878,#172f09
16,9,1,4,33,46,6,85.0,8293,#212e06
17,12,1,5,40,62,2,106.0,6713,#283e02
18,13,1,6,37,59,16,113.0,9434,#253b10
19,17,1,7,52,76,16,143.0,12187,#344c10
20,20,1,8,67,94,21,181.0,10387,#435e15
21,24,1,9,89,120,28,234.0,5892,#59781c
22,27,1,10,121,157,37,310.0,1631,#799d25
23,32,1,11,166,193,37,391.0,323,#a6c125
24,7,2,0,30,25,15,71.0,11820,#1e190f
25,16,2,1,56,48,30,135.0,36631,#38301e
26,22,2,2,90,78,53,223.0,96168,#5a4e35
27,29,2,3,126,111,82,321.0,111548,#7e6f52
28,33,2,4,148,135,115,396.0,46673,#948773
29,35,2,5,172,150,105,429.0,26953,#ac9669
30,38,2,6,167,157,143,466.0,23637,#a79d8f
31,39,2,7,195,175,132,503.0,15681,#c3af84
32,42,2,8,191,182,171,543.0,11692,#bfb6ab
33,43,2,9,217,198,156,571.0,7727,#d9c69c
34,45,2,10,224,212,192,628.0,7078,#e0d4c0
35,47,2,11,245,236,223,700.0,3266,#f5ecdf
36,0,3,0,11,4,0,16.0,4165,#0b0400
37,3,3,1,23,14,0,39.0,5961,#170e00
38,6,3,2,35,24,4,63.0,6720,#231804
39,10,3,3,49,33,8,90.0,7247,#312108
40,14,3,4,62,47,14,122.0,6266,#3e2f0e
41,15,3,5,80,42,4,130.0,2881,#502a04
42,19,3,6,83,60,20,162.0,6371,#533c14
43,21,3,7,107,69,23,200.0,5819,#6b4517
44,25,3,8,133,87,36,253.0,4371,#855724
45,28,3,9,166,109,47,318.0,1836,#a66d2f
46,31,3,10,199,134,60,389.0,669,#c7863c
47,36,3,11,220,191,33,450.0,132,#dcbf21
