,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,19,32,4,58.0,22793,#132004
1,3,0,1,42,60,15,117.0,32145,#2a3c0f
2,7,0,2,67,89,27,181.0,26662,#43591b
3,10,0,3,97,122,43,257.0,9218,#617a2b
4,6,1,0,64,54,42,162.0,92764,#40362a
5,12,1,1,110,100,80,291.0,124057,#6e6450
6,16,1,2,158,145,120,421.0,115614,#9e9178
7,18,1,3,204,191,171,562.0,58065,#ccbfab
8,1,2,0,34,24,5,66.0,28103,#221805
9,4,2,1,69,57,19,143.0,31946,#453913
10,8,2,2,105,90,35,228.0,28755,#695a23
11,13,2,3,140,121,59,320.0,19663,#8c793b
12,5,3,0,47,60,37,147.0,88087,#2f3c25
13,11,3,1,87,104,72,264.0,129427,#576848
14,14,3,2,126,145,111,380.0,103165,#7e916f
15,17,3,3,177,194,163,530.0,42448,#b1c2a3
16,2,4,0,31,33,38,104.0,15441,#1f2126
17,9,4,1,82,84,88,254.0,13855,#525458
18,15,4,2,133,137,138,410.0,12088,#85898a
19,19,4,3,193,196,198,581.0,5704,#c1c4c6
