,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,18,27,14,61.0,18115,#121b0e
1,12,0,1,33,46,25,106.0,40029,#212e19
2,19,0,2,50,66,38,156.0,62643,#324226
3,23,0,3,76,95,57,229.0,124759,#4c5f39
4,27,0,4,105,124,82,310.0,119146,#697c52
5,31,0,5,125,144,116,383.0,38593,#7d9074
6,34,0,6,146,166,100,411.0,19233,#92a664
7,37,0,7,148,166,142,456.0,17894,#94a68e
8,40,0,8,179,196,136,509.0,6602,#b3c488
9,41,0,9,169,187,174,529.0,6662,#a9bbae
10,44,0,10,200,214,190,603.0,3892,#c8d6be
11,46,0,11,226,240,231,692.0,1776,#e2f0e7
12,7,1,0,30,25,15,72.0,12163,#1e190f
13,16,1,1,56,47,30,135.0,36199,#382f1e
14,22,1,2,90,78,53,223.0,98624,#5a4e35
15,29,1,3,127,112,83,323.0,114524,#7f7053
16,33,1,4,148,136,116,399.0,45217,#948874
17,35,1,5,173,151,106,431.0,26631,#ad976a
18,38,1,6,168,158,144,469.0,22803,#a89e90
19,39,1,7,195,175,133,504.0,15512,#c3af85
20,42,1,8,192,183,172,545.0,11133,#c0b7ac
21,43,1,9,217,198,157,572.0,7774,#d9c69d
22,45,1,10,224,213,192,630.0,7067,#e0d5c0
23,47,1,11,245,236,224,701.0,3171,#f5ece0
24,1,2,0,3,11,0,15.0,5565,#030b00
25,2,2,1,11,22,1,36.0,9224,#0b1601
26,4,2,2,18,33,4,56.0,11246,#122104
27,8,2,3,25,44,6,76.0,12493,#192c06
28,10,2,4,37,55,3,96.0,7502,#253703
29,11,2,5,32,55,15,102.0,7694,#20370f
30,15,2,6,45,68,13,126.0,10995,#2d440d
31,18,2,7,57,83,18,156.0,10408,#395312
32,20,2,8,72,101,22,193.0,8055,#486516
33,24,2,9,92,125,29,243.0,4223,#5c7d1d
34,26,2,10,119,158,35,309.0,1481,#779e23
35,30,2,11,161,189,39,381.0,354,#a1bd27
36,0,3,0,10,3,0,14.0,3831,#0a0300
37,3,3,1,22,13,0,37.0,5544,#160d00
38,6,3,2,34,23,3,61.0,6334,#221703
39,9,3,3,47,33,8,86.0,6662,#2f2108
40,13,3,4,70,35,3,110.0,2747,#462303
41,14,3,5,61,46,14,120.0,5745,#3d2e0e
42,17,3,6,82,57,18,155.0,7114,#523912
43,21,3,7,106,69,23,198.0,6103,#6a4517
44,25,3,8,135,87,35,254.0,4124,#875723
45,28,3,9,168,110,47,322.0,1740,#a86e2f
46,32,3,10,202,137,61,397.0,544,#ca893d
47,36,3,11,220,191,23,443.5,110,#dcbf17
