,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,9,7,5,25.0,65,#090705
1,4,0,1,81,83,76,243.0,92,#51534c
2,18,0,2,122,137,135,396.0,179,#7a8987
3,27,0,3,153,166,162,482.0,438,#99a6a2
4,31,0,4,175,186,184,546.0,901,#afbab8
5,34,0,5,192,199,197,589.0,1691,#c0c7c5
6,35,0,6,170,214,212,596.0,482,#aad6d4
7,38,0,7,208,210,208,625.0,2231,#d0d2d0
8,39,0,8,197,215,214,626.0,1196,#c5d7d6
9,41,0,9,185,232,229,646.0,1279,#b9e8e5
10,42,0,10,218,220,218,655.0,2557,#dadcda
11,43,0,11,209,227,226,663.0,1964,#d1e3e2
12,45,0,12,228,229,227,683.0,1869,#e4e5e3
13,46,0,13,218,237,236,691.0,2163,#daedec
14,48,0,14,230,244,243,717.0,2073,#e6f4f3
15,49,0,15,241,254,253,745.0,2422,#f1fefd
16,50,0,16,255,255,255,765.0,666561,#ffffff
17,1,1,0,5,19,32,55.0,386,#051320
18,2,1,1,10,71,112,196.0,5177,#0a4770
19,3,1,2,27,83,122,234.0,8624,#1b537a
20,6,1,3,13,105,131,253.0,4303,#0d6983
21,7,1,4,42,97,132,270.0,10590,#2a6184
22,8,1,5,36,117,141,292.0,6676,#24758d
23,9,1,6,13,132,154,301.0,4537,#0d849a
24,10,1,7,55,110,144,308.0,9854,#376e90
25,12,1,8,45,134,159,337.0,3079,#2d869f
26,13,1,9,16,155,173,347.0,4867,#109bad
27,14,1,10,67,123,158,347.0,8197,#437b9e
28,16,1,11,78,139,173,389.0,6346,#4e8bad
29,17,1,12,29,175,189,391.0,3531,#1dafbd
30,19,1,13,57,161,182,400.0,4810,#39a1b6
31,22,1,14,82,171,189,440.0,5090,#52abbd
32,24,1,15,61,188,198,445.0,4076,#3dbcc6
33,28,1,16,92,200,206,493.0,3041,#5cc8ce
34,5,2,0,59,82,99,244.0,759,#3b5263
35,11,2,1,78,112,136,329.0,4335,#4e7088
36,15,2,2,97,123,156,377.0,20213,#617b9c
37,20,2,3,113,133,160,406.0,16858,#7185a0
38,21,2,4,97,147,178,424.0,3901,#6193b2
39,23,2,5,129,146,167,442.0,15023,#8192a7
40,25,2,6,144,158,174,477.0,14095,#909eae
41,26,2,7,112,177,190,477.0,5697,#70b1be
42,29,2,8,159,171,184,514.0,14311,#9fabb8
43,30,2,9,131,199,206,536.0,4146,#83c7ce
44,32,2,10,172,184,193,550.0,15325,#acb8c1
45,33,2,11,183,196,203,583.0,19779,#b7c4cb
46,36,2,12,158,219,222,597.0,3117,#9edbde
47,37,2,13,193,207,213,614.0,25092,#c1cfd5
48,40,2,14,202,217,222,642.0,26851,#cad9de
49,44,2,15,212,228,232,672.0,20414,#d4e4e8
50,47,2,16,225,241,245,710.0,8737,#e1f1f5
