,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,14,6,0,22.0,6782,#0e0600
1,3,0,1,30,20,3,54.0,9119,#1e1403
2,6,0,2,45,32,9,86.0,9429,#2d2009
3,9,0,3,61,44,14,117.0,8860,#3d2c0e
4,13,0,4,90,51,8,151.0,3324,#5a3308
5,14,0,5,75,59,22,154.0,6982,#4b3b16
6,19,0,6,95,71,29,194.0,6351,#5f471d
7,20,0,7,120,71,14,207.0,2271,#78470e
8,24,0,8,117,83,37,238.0,4498,#755325
9,28,0,9,144,96,45,283.0,3705,#90602d
10,34,0,10,173,117,56,342.0,2314,#ad7538
11,40,0,11,208,148,69,422.0,907,#d09445
12,5,1,0,23,35,19,79.0,31122,#172313
13,11,1,1,42,57,33,135.0,50314,#2a3921
14,17,1,2,60,78,48,187.0,59366,#3c4e30
15,23,1,3,81,99,55,234.0,50647,#516337
16,26,1,4,80,101,78,261.0,35772,#50654e
17,29,1,5,101,119,71,291.0,56860,#657747
18,32,1,6,106,126,98,330.0,42294,#6a7e62
19,35,1,7,125,144,90,359.0,36355,#7d905a
20,38,1,8,130,150,125,404.0,31290,#82967d
21,41,1,9,154,173,114,441.0,17438,#9aad72
22,44,1,10,165,182,156,504.0,17989,#a5b69c
23,46,1,11,205,220,202,617.0,6563,#cddcca
24,1,2,0,6,16,0,24.0,10531,#061000
25,2,2,1,17,30,4,51.0,16415,#111e04
26,4,2,2,26,43,8,78.0,18422,#1a2b08
27,8,2,3,36,56,13,104.0,17220,#24380d
28,10,2,4,51,75,5,131.0,6852,#334b05
29,12,2,5,47,69,21,136.0,11313,#2f4515
30,16,2,6,61,85,24,169.0,11374,#3d5518
31,18,2,7,75,103,9,188.0,3681,#4b6709
32,21,2,8,76,102,32,209.0,7830,#4c6620
33,25,2,9,94,123,37,251.0,5616,#5e7b25
34,30,2,10,115,150,45,305.0,2962,#73962d
35,36,2,11,151,182,49,374.0,990,#97b631
36,7,3,0,39,33,21,95.0,20185,#272115
37,15,3,1,65,56,37,159.0,38192,#413825
38,22,3,2,87,76,53,217.0,47895,#574c35
39,27,3,3,109,94,65,268.0,50760,#6d5e41
40,31,3,4,119,107,88,313.0,37202,#776b58
41,33,3,5,138,120,80,340.0,37779,#8a7850
42,37,3,6,141,129,111,380.0,38977,#8d816f
43,39,3,7,163,143,102,411.0,31462,#a38f66
44,42,3,8,163,152,138,451.0,29606,#a3988a
45,43,3,9,189,168,126,484.0,21334,#bda87e
46,45,3,10,200,187,163,550.0,22784,#c8bba3
47,47,3,11,232,219,200,646.0,10066,#e8dbc8
