,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,18,30,5,53.750976176896415,22793,#121e05
1,3,0,1,42,60,13,117.28044797013533,32145,#2a3c0d
2,7,0,2,67,90,25,183.3623509114095,26662,#435a19
3,11,0,3,100,127,43,271.0517465827728,9218,#647f2b
4,6,1,0,61,52,41,154.90309818464058,92764,#3d3429
5,12,1,1,110,99,80,290.90273825741394,124057,#6e6350
6,16,1,2,158,145,119,423.4118705347103,115614,#9e9177
7,18,1,3,206,195,174,576.7567898045294,58065,#cec3ae
8,1,2,0,32,23,6,62.717218802263105,28103,#201706
9,5,2,1,68,57,17,143.69783384461277,31946,#443911
10,8,2,2,104,90,33,229.01272822117892,28755,#685a21
11,13,2,3,142,123,59,325.86980623506076,19663,#8e7b3b
12,4,3,0,45,57,36,139.859582004155,88087,#2d3924
13,10,3,1,86,104,71,263.17669419827394,129427,#566847
14,14,3,2,126,146,111,384.40715358891094,103165,#7e926f
15,17,3,3,181,197,166,545.742484922729,42448,#b5c5a6
16,2,4,0,31,33,37,101.54115666083803,15441,#1f2125
17,9,4,1,82,84,88,255.31945146156622,13855,#525458
18,15,4,2,134,138,140,412.81634679020516,12088,#868a8c
19,19,4,3,198,201,201,601.3292426367461,5704,#c6c9c9
