,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,6,0,0,60,51,40,152.12127388821946,88799,#3c3328
1,12,0,1,108,97,79,285.5147001239966,122584,#6c614f
2,16,0,2,156,143,117,417.63983719928734,118427,#9c8f75
3,18,0,3,205,193,173,571.9530356214249,61536,#cdc1ad
4,4,1,0,45,57,37,140.5060001794446,89164,#2d3925
5,10,1,1,87,105,72,264.88409552650745,130435,#576948
6,14,1,2,127,147,112,386.69432921102066,102208,#7f9370
7,17,1,3,182,198,166,547.796600319628,41298,#b6c6a6
8,1,2,0,33,23,6,64.27145667253339,28977,#211706
9,5,2,1,69,58,18,146.2369583607482,31917,#453a12
10,8,2,2,105,90,34,231.28992193044712,28180,#695a22
11,13,2,3,142,123,60,326.5983084473217,19154,#8e7b3c
12,0,3,0,18,30,5,53.93206497748742,22654,#121e05
13,3,3,1,43,60,13,117.64499288087327,31605,#2b3c0d
14,7,3,2,67,90,25,183.35039637599095,26490,#435a19
15,11,3,3,99,126,43,269.7787261982928,9138,#637e2b
16,2,4,0,31,33,37,102.69409337116328,15508,#1f2125
17,9,4,1,83,85,88,257.58076237976485,14035,#535558
18,15,4,2,135,139,141,416.95660051058223,12143,#878b8d
19,19,4,3,199,203,202,604.8834377174669,5748,#c7cbca
