,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,25,15,3,45.0,22409,#190f03
1,7,0,1,48,36,17,102.0,36126,#302411
2,12,0,2,65,53,35,152.0,40090,#413523
3,15,0,3,87,62,22,174.0,18483,#573e16
4,18,0,4,83,70,49,204.0,46856,#534631
5,24,0,5,99,86,67,251.0,39537,#635643
6,25,0,6,113,91,49,254.0,27970,#715b31
7,30,0,7,117,103,80,299.0,45816,#756750
8,32,0,8,138,116,72,327.0,27466,#8a7448
9,35,0,9,133,120,100,353.0,40802,#857864
10,37,0,10,156,136,94,387.0,29721,#9c885e
11,40,0,11,152,140,123,415.0,33997,#988c7b
12,42,0,12,178,156,114,449.0,23542,#b29c72
13,44,0,13,174,163,148,484.0,21925,#aea394
14,46,0,14,200,180,138,519.0,16068,#c8b48a
15,48,0,15,210,196,172,579.0,16121,#d2c4ac
16,49,0,16,239,224,204,663.0,8080,#efe0cc
17,4,1,0,20,30,17,69.0,20058,#141e11
18,8,1,1,36,50,29,116.0,33713,#24321d
19,14,1,2,51,67,42,161.0,38865,#33432a
20,17,1,3,69,85,46,200.0,29899,#45552e
21,21,1,4,64,85,65,217.0,23864,#405541
22,23,1,5,86,103,58,247.0,38201,#56673a
23,26,1,6,83,104,82,271.0,24285,#536852
24,28,1,7,101,119,72,291.0,40097,#657748
25,31,1,8,102,122,97,322.0,26672,#667a61
26,33,1,9,117,137,83,336.0,28481,#758953
27,36,1,10,121,139,110,370.0,26637,#798b6e
28,38,1,11,140,160,97,396.0,16697,#8ca061
29,41,1,12,136,154,131,421.0,19462,#889a83
30,43,1,13,166,183,125,471.0,10324,#a6b77d
31,45,1,14,155,172,158,484.0,10570,#9bac9e
32,47,1,15,187,201,177,562.0,7806,#bbc9b1
33,50,1,16,222,233,222,673.0,3106,#dee9de
34,0,2,0,5,12,0,19.0,7440,#050c00
35,1,2,1,15,25,3,43.0,11521,#0f1903
36,3,2,2,23,37,6,66.0,13014,#172506
37,5,2,3,29,47,14,90.0,9200,#1d2f0e
38,6,2,4,34,51,2,90.0,8171,#223302
39,9,2,5,41,60,18,118.0,9738,#293c12
40,10,2,6,46,68,5,121.0,6306,#2e4405
41,11,2,7,52,74,22,148.0,8811,#344a16
42,13,2,8,63,87,8,159.0,4210,#3f5708
43,16,2,9,63,88,27,178.0,7631,#3f581b
44,19,2,10,76,101,32,208.0,6653,#4c6520
45,20,2,11,83,114,12,209.0,2424,#53720c
46,22,2,12,89,117,38,244.0,4767,#597526
47,27,2,13,105,136,45,284.0,3380,#69882d
48,29,2,14,122,156,12,294.0,713,#7a9c0c
49,34,2,15,127,162,53,340.0,1766,#7fa235
50,39,2,16,168,193,53,407.0,509,#a8c135
