,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,56,46,25,129.0,124240,#382e19
1,10,0,1,104,92,66,261.0,158946,#685c42
2,15,0,2,150,137,111,396.0,135161,#96896f
3,17,0,3,199,186,165,545.0,70404,#c7baa5
4,5,1,0,47,60,37,147.0,88768,#2f3c25
5,11,1,1,87,104,71,263.0,130918,#576847
6,12,1,2,126,146,111,380.0,103446,#7e926f
7,16,1,3,178,194,163,530.0,42155,#b2c2a3
8,1,2,0,27,30,36,95.0,10261,#1b1e24
9,7,2,1,74,77,85,237.0,8758,#4a4d55
10,13,2,2,124,128,138,390.0,7639,#7c808a
11,18,2,3,177,184,195,551.0,4254,#b1b8c3
12,2,3,0,39,39,24,104.0,8676,#272718
13,8,3,1,87,88,67,242.0,9346,#575843
14,14,3,2,139,140,119,395.0,6457,#8b8c77
15,19,3,3,203,204,186,589.0,2715,#cbccba
16,0,4,0,19,32,4,57.0,21913,#132004
17,3,4,1,42,60,14,116.0,31496,#2a3c0e
18,6,4,2,67,89,26,180.0,25619,#43591a
19,9,4,3,97,121,42,255.0,8828,#61792a
