,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,10,4,0,15.0,4016,#0a0400
1,3,0,1,22,13,0,37.0,5521,#160d00
2,6,0,2,34,23,4,61.0,6661,#221704
3,9,0,3,48,32,7,87.0,6901,#302007
4,14,0,4,61,46,13,118.0,5839,#3d2e0d
5,15,0,5,76,40,4,123.0,2942,#4c2804
6,19,0,6,81,59,19,158.0,6476,#513b13
7,21,0,7,104,67,22,195.0,5710,#684316
8,25,0,8,130,85,35,247.0,4640,#825523
9,28,0,9,165,108,46,315.0,2111,#a56c2e
10,32,0,10,200,136,61,393.0,618,#c8883d
11,36,0,11,221,194,25,447.0,156,#ddc219
12,0,1,0,3,11,0,15.0,5454,#030b00
13,2,1,1,11,22,1,35.0,8947,#0b1601
14,4,1,2,18,32,3,54.0,11067,#122003
15,8,1,3,24,43,8,74.0,11836,#182b08
16,10,1,4,34,50,5,90.0,9205,#223205
17,12,1,5,35,60,16,111.0,8259,#233c10
18,13,1,6,45,65,5,117.0,7617,#2d4105
19,17,1,7,53,78,17,147.0,11026,#354e11
20,20,1,8,68,96,21,183.0,9184,#446015
21,24,1,9,87,119,27,231.0,5410,#57771b
22,26,1,10,115,152,36,299.0,1889,#739824
23,30,1,11,157,187,36,373.0,452,#9dbb24
24,5,2,0,17,27,14,61.0,17820,#111b0e
25,11,2,1,32,46,25,106.0,38756,#202e19
26,18,2,2,50,66,38,155.0,61988,#324226
27,23,2,3,76,95,57,229.0,125116,#4c5f39
28,27,2,4,105,124,83,311.0,121472,#697c53
29,31,2,5,125,144,117,385.0,36903,#7d9075
30,34,2,6,145,165,99,409.0,19477,#91a563
31,37,2,7,148,167,143,457.0,17656,#94a78f
32,40,2,8,178,194,135,506.0,7020,#b2c287
33,41,2,9,169,187,175,531.0,6325,#a9bbaf
34,44,2,10,201,215,189,604.0,3854,#c9d7bd
35,46,2,11,223,239,231,690.0,1726,#dfefe7
36,7,3,0,29,24,14,70.0,11615,#1d180e
37,16,3,1,55,47,29,133.0,35137,#372f1d
38,22,3,2,90,77,53,222.0,97799,#5a4d35
39,29,3,3,127,111,82,321.0,114512,#7f6f52
40,33,3,4,148,135,116,397.0,44912,#948774
41,35,3,5,172,150,105,428.0,27541,#ac9669
42,38,3,6,168,158,143,468.0,23209,#a89e8f
43,39,3,7,195,175,132,503.0,15891,#c3af84
44,42,3,8,191,182,171,543.0,11312,#bfb6ab
45,43,3,9,218,198,157,573.0,7658,#dac69d
46,45,3,10,223,213,193,629.0,7261,#dfd5c1
47,47,3,11,245,236,224,701.0,3103,#f5ece0
