,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,49,61,36,149.0,91371,#313d24
1,11,0,1,87,104,70,262.0,133526,#576846
2,12,0,2,126,145,110,380.0,104561,#7e916e
3,16,0,3,178,194,163,529.0,42573,#b2c2a3
4,4,1,0,56,46,25,129.0,123277,#382e19
5,10,1,1,103,92,65,260.0,158368,#675c41
6,14,1,2,150,137,110,395.0,136163,#96896e
7,17,1,3,199,186,165,545.0,70672,#c7baa5
8,1,2,0,28,31,37,98.0,10708,#1c1f25
9,9,2,1,78,80,89,246.0,8795,#4e5059
10,15,2,2,127,132,142,402.0,7649,#7f848e
11,18,2,3,182,188,199,565.0,3732,#b6bcc7
12,2,3,0,39,39,24,104.0,8886,#272718
13,8,3,1,88,89,68,244.0,9314,#585944
14,13,3,2,138,139,119,394.0,6414,#8a8b77
15,19,3,3,203,203,186,589.0,2755,#cbcbba
16,0,4,0,16,30,3,52.0,19950,#101e03
17,3,4,1,38,57,13,108.0,28873,#26390d
18,6,4,2,60,86,23,168.0,23649,#3c5617
19,7,4,3,84,119,40,238.0,8764,#547728
