,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,6,0,0,63,54,42,161.0,91714,#3f362a
1,12,0,1,110,99,79,289.0,123270,#6e634f
2,16,0,2,157,144,119,419.0,117314,#9d9077
3,18,0,3,203,190,170,559.0,58956,#cbbeaa
4,5,1,0,47,60,37,148.0,89877,#2f3c25
5,11,1,1,87,105,72,265.0,130547,#576948
6,14,1,2,126,146,111,382.0,102017,#7e926f
7,17,1,3,178,195,163,532.0,41703,#b2c3a3
8,1,2,0,34,24,5,65.0,27986,#221805
9,4,2,1,68,57,19,143.0,31573,#443913
10,8,2,2,105,90,35,228.0,28861,#695a23
11,13,2,3,140,121,59,320.0,19975,#8c793b
12,0,3,0,19,32,4,57.0,22599,#132004
13,3,3,1,43,61,14,118.0,31821,#2b3d0e
14,7,3,2,68,90,27,182.0,25984,#445a1b
15,10,3,3,98,122,43,258.0,8463,#627a2b
16,2,4,0,31,33,38,103.0,15393,#1f2126
17,9,4,1,81,84,88,253.0,13901,#515458
18,15,4,2,134,138,139,412.0,12210,#868a8b
19,19,4,3,194,197,199,585.0,5836,#c2c5c7
