,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,27,44,6,78.41658843572894,57522,#1b2c06
1,1,0,1,48,73,16,137.9268407891081,71980,#304910
2,3,0,2,68,100,27,196.74315092612156,56796,#44641b
3,5,0,3,95,135,39,269.9358591983219,30511,#5f8727
4,7,0,4,141,185,59,386.15123726346434,6870,#8db93b
5,2,1,0,59,61,34,155.34492100405168,125133,#3b3d22
6,4,1,1,97,100,65,263.2256171425663,196470,#616441
7,6,1,2,132,131,94,358.9050890292935,217625,#84835e
8,8,1,3,166,163,125,455.3680360421665,170467,#a6a37d
9,9,1,4,206,205,178,590.6601326809354,66626,#cecdb2
