,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,6,15,0,11.2178,11992,#060f00
1,3,0,1,17,29,5,23.162699999999997,22096,#111d05
2,6,0,2,25,41,16,33.901199999999996,18860,#192910
3,7,0,3,31,49,5,38.827,16941,#1f3105
4,9,0,4,39,58,22,48.206599999999995,25635,#273a16
5,13,0,5,51,71,9,57.9962,14704,#334709
6,14,0,6,55,78,32,65.8844,27681,#374e20
7,17,0,7,75,100,38,84.98989999999999,35029,#4b6426
8,19,0,8,98,127,53,109.0574,21377,#627f35
9,22,0,9,129,161,68,139.828,6073,#81a144
10,27,0,10,172,197,73,174.07129999999998,853,#acc549
11,0,1,0,13,4,0,6.5325999999999995,4766,#0d0400
12,2,1,1,26,16,1,17.5532,7140,#1a1001
13,5,1,2,41,27,6,28.8097,8129,#291b06
14,8,1,3,56,39,12,40.904650000000004,9020,#38270c
15,11,1,4,82,45,4,52.087999999999994,3300,#522d04
16,12,1,5,76,55,22,57.31529999999999,8127,#4c3716
17,15,1,6,103,69,28,74.6836,9367,#67451c
18,18,1,7,133,88,41,95.7678,6469,#855829
19,21,1,8,166,111,56,120.8488,3274,#a66f38
20,24,1,9,200,137,73,147.88009999999997,1174,#c88949
21,28,1,10,233,181,59,181.21145,150,#e9b53b
22,4,2,0,25,29,19,27.1022,24244,#191d13
23,10,2,1,49,52,35,49.758,70697,#313423
24,16,2,2,81,84,58,81.1597,198235,#51543a
25,20,2,3,117,119,86,114.81309999999999,234754,#757756
26,23,2,4,139,144,121,140.06,71821,#8b9079
27,25,2,5,168,153,109,152.9484,47694,#a8996d
28,26,2,6,164,166,147,163.65879999999999,36631,#a4a693
29,29,2,7,200,184,141,183.83515,21252,#c8b88d
30,30,2,8,188,189,177,187.21079999999998,15357,#bcbdb1
31,31,2,9,221,211,184,210.9779,11640,#ddd3b8
32,32,2,10,237,235,224,233.97770000000003,5518,#edebe0
