,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,4,60,93,159.0,9862,#043c5d
1,1,0,1,9,72,104,186.0,24345,#094868
2,2,0,2,7,90,114,211.0,24734,#075a72
3,3,0,3,21,80,115,216.0,25849,#155073
4,5,0,4,7,104,125,236.0,25266,#07687d
5,6,0,5,25,91,125,239.0,28260,#195b7d
6,8,0,6,10,117,136,263.0,24526,#0a7588
7,9,0,7,27,105,132,263.0,20794,#1b6984
8,11,0,8,29,120,141,289.0,19920,#1d788d
9,12,0,9,10,131,150,292.0,20126,#0a8396
10,15,0,10,29,133,154,315.0,13776,#1d859a
11,16,0,11,12,144,162,319.0,19049,#0c90a2
12,20,0,12,15,158,175,349.0,16912,#0f9eaf
13,21,0,13,33,150,169,351.0,13623,#2196a9
14,23,0,14,21,173,187,381.0,12814,#15adbb
15,24,0,15,40,164,182,384.0,11239,#28a4b6
16,29,0,16,44,184,195,421.0,11782,#2cb8c3
17,18,1,0,86,118,131,338.0,2915,#567683
18,26,1,1,102,137,152,394.0,7159,#668998
19,32,1,2,112,152,173,438.0,10375,#7098ad
20,36,1,3,119,171,186,476.0,13329,#77abba
21,37,1,4,144,164,169,480.0,4758,#90a4a9
22,38,1,5,123,189,197,508.0,13226,#7bbdc5
23,40,1,6,145,192,196,533.0,8837,#91c0c4
24,41,1,7,172,184,185,543.0,4398,#acb8b9
25,42,1,8,136,207,212,555.0,11109,#88cfd4
26,43,1,9,164,209,210,581.0,10246,#a4d1d2
27,44,1,10,153,221,223,597.0,9126,#99dddf
28,45,1,11,194,204,203,603.0,5132,#c2cccb
29,46,1,12,179,227,226,631.0,13287,#b3e3e2
30,47,1,13,214,221,219,653.0,5704,#d6dddb
31,48,1,14,200,234,232,667.0,10698,#c8eae8
32,49,1,15,228,239,238,705.0,11656,#e4efee
33,50,1,16,247,251,249,745.0,12564,#f7fbf9
34,4,2,0,32,81,112,228.0,13971,#205170
35,7,2,1,37,92,126,257.0,43250,#255c7e
36,10,2,2,43,101,135,279.0,55111,#2b6587
37,13,2,3,55,107,141,303.0,45759,#376b8d
38,14,2,4,45,117,145,308.0,33872,#2d7591
39,17,2,5,64,116,151,331.0,57042,#407497
40,19,2,6,56,132,160,348.0,19818,#3884a0
41,22,2,7,74,125,159,359.0,48684,#4a7d9f
42,25,2,8,86,135,169,389.0,34626,#5687a9
43,27,2,9,57,159,180,397.0,23636,#399fb4
44,28,2,10,74,146,176,397.0,23885,#4a92b0
45,30,2,11,98,151,181,428.0,24018,#6297b5
46,31,2,12,78,167,186,430.0,25440,#4ea7ba
47,33,2,13,62,181,193,439.0,19659,#3eb5c1
48,34,2,14,100,179,191,469.0,25163,#64b3bf
49,35,2,15,78,197,203,475.0,16396,#4ec5cb
50,39,2,16,106,203,208,514.0,12274,#6acbd0
