,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,7,0,0,30,25,15,71.0,11508,#1e190f
1,16,0,1,55,47,30,134.0,35782,#372f1e
2,22,0,2,90,78,53,223.0,98092,#5a4e35
3,28,0,3,127,112,83,323.0,114428,#7f7053
4,32,0,4,148,136,117,399.0,44252,#948875
5,35,0,5,172,150,106,429.0,27380,#ac966a
6,38,0,6,169,158,144,469.0,22580,#a99e90
7,39,0,7,195,175,132,502.0,15755,#c3af84
8,42,0,8,192,183,172,546.0,11190,#c0b7ac
9,43,0,9,217,198,157,571.0,7907,#d9c69d
10,45,0,10,225,213,193,630.0,7069,#e1d5c1
11,47,0,11,244,235,224,700.0,3105,#f4ebe0
12,1,1,0,3,11,0,16.0,5846,#030b00
13,2,1,1,11,23,1,37.0,9655,#0b1701
14,4,1,2,20,33,4,57.0,11399,#142104
15,8,1,3,22,45,9,75.0,8391,#162d09
16,9,1,4,32,46,5,84.0,8647,#202e05
17,12,1,5,35,58,15,109.0,9081,#233a0f
18,13,1,6,41,63,3,109.0,6601,#293f03
19,17,1,7,51,75,16,140.0,11336,#334b10
20,20,1,8,66,93,20,177.0,10315,#425d14
21,23,1,9,86,117,27,227.0,6115,#56751b
22,26,1,10,117,155,36,304.0,1846,#759b24
23,30,1,11,163,190,35,382.5,334,#a3be23
24,5,2,0,18,27,14,61.0,18603,#121b0e
25,11,2,1,33,47,25,107.0,40186,#212f19
26,18,2,2,51,67,38,157.0,63501,#334326
27,24,2,3,76,95,58,230.0,124246,#4c5f3a
28,27,2,4,105,124,83,311.0,119012,#697c53
29,31,2,5,125,144,116,384.0,38345,#7d9074
30,34,2,6,146,166,100,413.0,18557,#92a664
31,37,2,7,148,167,142,457.0,18161,#94a78e
32,40,2,8,180,196,137,511.0,6339,#b4c489
33,41,2,9,169,187,174,530.0,6655,#a9bbae
34,44,2,10,201,215,190,606.0,3702,#c9d7be
35,46,2,11,225,240,231,691.0,1679,#e1f0e7
36,0,3,0,10,4,0,15.0,4104,#0a0400
37,3,3,1,23,14,0,39.0,5948,#170e00
38,6,3,2,35,24,4,63.0,6800,#231804
39,10,3,3,49,33,8,90.0,6898,#312108
40,14,3,4,63,47,14,122.0,6288,#3f2f0e
41,15,3,5,80,42,4,130.0,2981,#502a04
42,19,3,6,83,61,21,164.0,6761,#533d15
43,21,3,7,108,70,24,203.0,5893,#6c4618
44,25,3,8,136,89,37,259.0,4326,#885925
45,29,3,9,171,112,48,329.0,1751,#ab7030
46,33,3,10,207,141,64,407.5,514,#cf8d40
47,36,3,11,218,191,28,446.0,136,#dabf1c
