,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,6,13,1,10.581683105403602,11992,#060d01
1,3,0,1,16,29,5,23.165119370021724,22096,#101d05
2,6,0,2,25,41,16,33.961416739130435,18860,#192910
3,7,0,3,30,48,4,38.72615489640517,16941,#1e3004
4,9,0,4,38,57,22,48.36529842793056,25635,#263916
5,13,0,5,50,71,8,58.78239587867247,14704,#324708
6,14,0,6,53,76,31,65.80162509302409,27681,#354c1f
7,17,0,7,73,99,29,85.27650028262296,35029,#49631d
8,19,0,8,102,134,44,110.45992835290265,21377,#66862c
9,23,0,9,134,166,63,141.41098476864812,6073,#86a63f
10,27,0,10,182,203,64,177.23082754982414,853,#b6cb40
11,0,1,0,11,4,0,6.54688038187159,4766,#0b0400
12,2,1,1,26,15,2,17.549441848739495,7140,#1a0f02
13,5,1,2,40,26,6,28.70464806249231,8129,#281a06
14,8,1,3,56,38,10,41.0708176940133,9020,#38260a
15,11,1,4,82,43,4,51.92033372727272,3300,#522b04
16,12,1,5,74,54,21,57.67354918173987,8127,#4a3615
17,15,1,6,104,67,21,74.7012667022526,9367,#684315
18,18,1,7,137,87,33,96.12835359406401,6469,#895721
19,21,1,8,171,114,50,121.70572055589493,3274,#ab7232
20,24,1,9,204,140,72,149.66216695059623,1174,#cc8c48
21,28,1,10,233,189,50,183.75544799999997,150,#e9bd32
22,4,2,0,22,25,17,25.422580378650387,24244,#161911
23,10,2,1,46,49,33,49.06380019095577,70697,#2e3121
24,16,2,2,72,76,53,80.54497706812622,198235,#484c35
25,20,2,3,126,126,91,115.27610688465371,234754,#7e7e5b
26,22,2,4,139,146,123,140.18496761949848,71821,#8b927b
27,25,2,5,172,156,110,153.36932997861365,47694,#ac9c6e
28,26,2,6,164,167,149,163.6743224563894,36631,#a4a795
29,29,2,7,203,186,140,184.82457861848295,21252,#cbba8c
30,30,2,8,187,191,180,187.75272917887608,15357,#bbbfb4
31,31,2,9,223,213,184,211.94567382302407,11640,#dfd5b8
32,32,2,10,236,236,226,234.01789548749545,5518,#ecece2
