,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,55,45,25,128.0,121144,#372d19
1,10,0,1,103,91,65,258.0,158040,#675b41
2,14,0,2,150,136,110,393.0,137879,#96886e
3,17,0,3,198,185,164,544.0,71447,#c6b9a4
4,5,1,0,46,59,35,143.0,93627,#2e3b23
5,11,1,1,86,103,70,259.0,135071,#566746
6,12,1,2,125,145,110,377.0,106414,#7d916e
7,16,1,3,177,194,162,528.0,43148,#b1c2a2
8,2,2,0,39,39,23,102.0,8730,#272717
9,8,2,1,88,89,67,243.0,9349,#585943
10,13,2,2,138,139,119,392.0,6493,#8a8b77
11,19,2,3,202,203,187,588.0,2683,#cacbbb
12,1,3,0,28,31,37,97.0,10588,#1c1f25
13,9,3,1,77,79,87,243.0,8891,#4d4f57
14,15,3,2,126,130,141,397.0,7754,#7e828d
15,18,3,3,181,188,198,564.0,3931,#b5bcc6
16,0,4,0,17,30,2,52.0,18041,#111e02
17,3,4,1,40,57,12,108.0,26246,#28390c
18,6,4,2,63,85,22,168.0,22163,#3f5516
19,7,4,3,91,115,35,236.0,8361,#5b7323
