,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,4,0,0,1.1956,362,#040000
1,1,0,1,7,0,0,2.3095000000000003,386,#070000
2,2,0,2,10,0,0,3.2879,286,#0a0000
3,3,0,3,14,1,0,4.8255,348,#0e0100
4,4,0,4,15,0,7,5.66205,60,#0f0007
5,6,0,5,18,2,0,6.8423,355,#120200
6,7,0,6,26,0,0,8.0703,243,#1a0000
7,9,0,7,24,5,0,10.119399999999999,226,#180500
8,10,0,8,38,2,0,12.38815,112,#260200
9,11,0,9,32,4,9,12.8679,61,#200409
10,12,0,10,32,7,0,13.3749,220,#200700
11,15,0,11,39,10,0,17.2328,207,#270a00
12,17,0,12,47,10,0,20.1956,149,#2f0a00
13,21,0,13,54,14,0,24.3478,110,#360e00
14,24,0,14,64,18,0,29.6956,55,#401200
15,27,0,15,77,23,0,36.2174,19,#4d1700
16,34,0,16,107,27,0,47.8313,7,#6b1b00
17,20,1,0,25,24,19,24.096299999999996,7812,#191813
18,35,1,1,51,48,36,47.865899999999996,26823,#333024
19,47,1,2,82,76,58,76.3548,82152,#524c3a
20,54,1,3,114,108,85,107.03759999999998,116181,#726c55
21,59,1,4,142,128,96,128.81169999999997,53240,#8e8060
22,61,1,5,135,139,123,136.7385,40703,#878b7b
23,65,1,6,166,148,110,149.00560000000002,27765,#a6946e
24,67,1,7,159,155,138,154.8524,26228,#9f9b8a
25,69,1,8,147,170,161,162.1362,7713,#93aaa1
26,72,1,9,187,169,128,169.91559999999998,16565,#bba980
27,74,1,10,178,174,157,173.6916,15221,#b2ae9d
28,78,1,11,206,189,148,189.76354999999998,10390,#cebd94
29,79,1,12,192,192,180,190.1507,9697,#c0c0b4
30,80,1,13,210,210,201,208.611,5026,#d2d2c9
31,82,1,14,224,209,172,209.0742,6202,#e0d1ac
32,83,1,15,236,227,206,227.05440000000002,3977,#ece3ce
33,84,1,16,242,242,235,240.82509999999996,2627,#f2f2eb
34,5,2,0,2,9,0,6.766699999999999,4303,#020900
35,13,2,1,10,19,0,14.37,6609,#0a1300
36,18,2,2,11,30,2,21.038,4335,#0b1e02
37,19,2,3,20,30,2,23.8915,6418,#141e02
38,25,2,4,20,41,7,30.206699999999998,6668,#142907
39,26,2,5,30,42,4,34.1417,5596,#1e2a04
40,30,2,6,27,53,0,39.349199999999996,3765,#1b3500
41,32,2,7,30,53,13,41.108599999999996,5783,#1e350d
42,33,2,8,41,58,5,46.913999999999994,5693,#293a05
43,38,2,9,41,67,16,53.1305,5683,#294310
44,41,2,10,50,74,3,58.920700000000004,4266,#324a03
45,44,2,11,54,80,18,65.64269999999999,5626,#365012
46,46,2,12,66,94,16,76.2825,5659,#425e10
47,51,2,13,80,111,21,91.3235,4240,#506f15
48,55,2,14,100,136,28,112.03259999999999,1997,#64881c
49,62,2,15,126,166,33,138.95409999999998,750,#7ea621
50,71,2,16,165,191,21,163.1143,193,#a5bf15
51,14,3,0,13,20,10,17.0646,7782,#0d140a
52,22,3,1,22,33,16,28.33,16077,#162110
53,29,3,2,31,46,24,39.117799999999995,23598,#1f2e18
54,36,3,3,45,57,26,49.9921,21901,#2d391a
55,39,3,4,41,63,41,54.694199999999995,18240,#293f29
56,43,3,5,58,74,36,64.8505,32599,#3a4a24
57,45,3,6,62,87,59,75.9371,28761,#3e573b
58,50,3,7,77,95,47,84.86699999999999,46843,#4d5f2f
59,53,3,8,94,115,67,103.0409,70355,#5e7343
60,57,3,9,108,132,89,120.0576,32920,#6c8459
61,60,3,10,124,145,73,130.6885,15827,#7c9149
62,63,3,11,127,154,106,139.9108,13773,#7f9a6a
63,66,3,12,147,167,92,152.2705,7423,#93a75c
64,68,3,13,148,176,121,161.0766,5533,#94b079
65,75,3,14,171,190,106,174.3577,2409,#abbe6a
66,76,3,15,174,200,135,185.1405,2119,#aec887
67,81,3,16,204,225,143,208.9805,628,#cce18f
68,8,4,0,14,9,0,9.4676,4053,#0e0900
69,16,4,1,26,19,3,19.1677,7262,#1a1303
70,23,4,2,38,28,9,28.8848,9646,#261c09
71,28,4,3,48,39,17,38.944,9457,#302711
72,31,4,4,60,36,4,40.78075,4976,#3c2404
73,37,4,5,63,50,23,51.0029,12108,#3f3217
74,40,4,6,89,53,9,58.8083,4401,#593509
75,42,4,7,79,64,31,64.7583,13689,#4f401f
76,48,4,8,100,80,41,81.0911,17857,#645029
77,49,4,9,122,73,20,82.096,3427,#7a4914
78,52,4,10,126,99,53,101.1646,14232,#7e6335
79,56,4,11,166,108,36,117.32249999999999,1398,#a66c24
80,58,4,12,154,118,68,122.7821,6347,#9a7644
81,64,4,13,184,133,80,142.71004999999997,3172,#b88550
82,70,4,14,208,153,93,162.7259,1461,#d0995d
83,73,4,15,206,184,34,171.9404,208,#ceb822
84,77,4,16,233,182,104,187.8136,406,#e9b668
