,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,18,25,15,23.374488392672443,87014,#12190f
1,3,0,1,37,48,27,43.9008245035614,129724,#25301b
2,7,0,2,66,77,43,78.28786484994703,197297,#424d2b
3,10,0,3,133,132,85,118.30208389788199,222331,#858455
4,13,0,4,138,155,136,144.7763949383611,41370,#8a9b88
5,14,0,5,179,156,113,155.66602874165196,77713,#b39c71
6,16,0,6,181,205,76,176.75595253399257,11326,#b5cd4c
7,18,0,7,178,188,177,181.68190232227133,13349,#b2bcb1
8,19,0,8,210,184,136,185.3570985563088,41006,#d2b888
9,20,0,9,232,215,166,213.59404069242893,18399,#e8d7a6
10,21,0,10,241,240,224,237.01467452219714,6645,#f1f0e0
11,0,1,0,20,9,3,12.43515571136131,9770,#140903
12,2,1,1,42,25,5,28.9698450941756,17255,#2a1905
13,4,1,2,62,41,10,45.34718136874444,24738,#3e290a
14,5,1,3,95,48,7,59.48482389041096,10950,#5f3007
15,6,1,4,84,61,26,66.68899599755083,31031,#543d1a
16,8,1,5,128,76,26,87.51663401702785,25840,#804c1a
17,9,1,6,157,102,58,111.32308210874136,16645,#9d663a
18,11,1,7,183,114,31,124.04138135324015,3148,#b7721f
19,12,1,8,190,126,75,138.00333817974393,7889,#be7e4b
20,15,1,9,216,147,87,160.02149793211956,4449,#d89357
21,17,1,10,244,164,111,180.91236470866886,2111,#f4a46f
