,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,51,42,26,68.73134460154786,165001,#332a1a
1,8,0,1,177,149,105,134.28712009170283,246012,#b19569
2,10,0,2,225,200,153,198.0695536576139,50224,#e1c899
3,1,1,0,22,36,12,31.7001765053184,85364,#16240c
4,5,1,1,55,75,25,76.00499243246456,117753,#374b19
5,9,1,2,165,191,79,147.69151254413904,40497,#a5bf4f
6,0,2,0,34,16,3,22.690492062118125,19640,#221003
7,3,2,1,84,46,9,58.19807871823728,33766,#542e09
8,6,2,2,173,98,37,105.39908942595602,11689,#ad6225
9,2,3,0,30,35,33,48.63313180361421,126058,#1e2321
10,7,3,1,142,160,142,132.04461345354412,94057,#8ea08e
11,11,3,2,224,229,216,220.13420930677128,9939,#e0e5d8
