,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,27,50,6,87.0,53849,#1b3206
1,2,0,2,48,82,19,150.0,64453,#305213
2,4,0,4,73,115,32,218.0,41095,#497320
3,6,0,6,107,158,46,305.0,14116,#6b9e2e
4,3,1,3,69,82,54,210.0,111910,#455236
5,8,1,8,112,120,91,325.0,182184,#70785b
6,10,1,10,152,158,125,434.0,165799,#989e7d
7,11,1,11,201,198,171,565.0,76277,#c9c6ab
8,1,2,1,55,51,19,127.0,72491,#373313
9,5,2,5,92,87,41,221.0,85806,#5c5729
10,7,2,7,136,122,66,324.0,74253,#887a42
11,9,2,9,177,152,95,423.0,57767,#b1985f
