,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,5,0,0,47,60,37,147.0,90472,#2f3c25
1,11,0,1,87,105,71,264.0,132507,#576947
2,12,0,2,126,146,111,381.0,102709,#7e926f
3,16,0,3,178,195,164,532.0,41737,#b2c3a4
4,4,1,0,56,46,25,131.0,126348,#382e19
5,10,1,1,105,93,66,263.0,159950,#695d42
6,14,1,2,152,138,112,399.0,134222,#988a70
7,17,1,3,200,187,166,548.0,68473,#c8bba6
8,1,2,0,28,31,37,97.0,10285,#1c1f25
9,7,2,1,75,77,86,238.0,8731,#4b4d56
10,13,2,2,123,128,138,389.5,7636,#7b808a
11,18,2,3,178,184,195,554.0,4254,#b2b8c3
12,2,3,0,39,40,24,105.0,9003,#272818
13,8,3,1,90,91,69,248.0,9500,#5a5b45
14,15,3,2,141,141,122,401.0,6113,#8d8d7a
15,19,3,3,206,207,190,599.0,2551,#cecfbe
16,0,4,0,19,32,4,56.0,21614,#132004
17,3,4,1,42,60,14,116.0,30301,#2a3c0e
18,6,4,2,66,89,25,178.0,24847,#425919
19,9,4,3,96,120,41,251.0,8747,#607829
