,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,23,0,0,16,20,15,19.78647680808779,11573,#10140f
1,35,0,1,35,40,28,38.75486026816524,30429,#23281c
2,45,0,2,53,58,41,56.552121267900866,56771,#353a29
3,53,0,3,72,79,57,80.08588793045622,128207,#484f39
4,58,0,4,109,115,84,106.37025258707556,164742,#6d7354
5,64,0,5,118,136,108,126.43580011336998,52042,#76886c
6,65,0,6,145,131,92,128.82548627292292,54367,#91835c
7,67,0,7,147,140,123,139.43243435617245,33860,#938c7b
8,70,0,8,130,155,139,145.02942779533484,13290,#829b8b
9,71,0,9,146,167,107,152.1788224943547,17271,#92a76b
10,73,0,10,172,153,111,152.94840730093344,22819,#ac996f
11,75,0,11,164,159,142,157.97429961358733,22256,#a49f8e
12,76,0,12,151,174,164,165.7990729933481,6765,#97aea4
13,78,0,13,192,171,130,172.1956797418508,13713,#c0ab82
14,80,0,14,182,177,162,176.56200992715435,12904,#b6b1a2
15,81,0,15,175,193,130,179.39481934235974,6721,#afc182
16,83,0,16,172,195,195,188.1058987579844,2818,#acc3c3
17,84,0,17,210,193,148,192.65017659923456,9145,#d2c194
18,86,0,18,200,196,180,195.23184856270666,7862,#c8c4b4
19,88,0,19,212,214,206,212.40968953224342,4404,#d4d6ce
20,89,0,20,228,213,172,212.59666811199688,5143,#e4d5ac
21,90,0,21,239,230,206,229.8898471281296,3395,#efe6ce
22,91,0,22,239,243,238,241.06464336075203,2553,#eff3ee
23,0,1,0,3,0,0,1.1019395136778114,329,#030000
24,1,1,1,6,0,0,2.3008993023255813,430,#060000
25,2,1,2,10,0,0,3.2817561403508773,228,#0a0000
26,3,1,3,12,0,5,4.690739130434783,46,#0c0005
27,4,1,4,15,0,0,4.822155893536122,263,#0f0000
28,5,1,5,12,2,0,5.198654022988506,174,#0c0200
29,6,1,6,20,0,0,6.863968617021276,188,#140000
30,8,1,7,17,4,0,7.8083,166,#110400
31,10,1,8,26,0,0,8.490955223880597,134,#1a0000
32,11,1,9,22,2,7,8.991664516129033,62,#160207
33,12,1,10,23,5,0,9.960046022727273,176,#170500
34,13,1,11,32,1,0,10.66970404040404,99,#200100
35,14,1,12,28,6,0,12.422110897435898,156,#1c0600
36,15,1,13,31,4,8,12.719885294117647,34,#1f0408
37,16,1,14,40,2,0,13.742379710144927,69,#280200
38,17,1,15,34,7,1,14.902949342105261,152,#220701
39,20,1,16,42,7,10,18.12538095238095,21,#2a070a
40,21,1,17,41,9,0,18.302603424657534,146,#290900
41,22,1,18,51,5,0,18.565063157894734,57,#330500
42,24,1,19,48,12,0,22.145927272727274,121,#300c00
43,27,1,20,58,13,1,25.791255445544554,101,#3a0d01
44,30,1,21,68,18,0,31.88884081632653,49,#441200
45,36,1,22,86,23,0,40.05068947368421,19,#561700
46,7,2,0,3,10,0,7.231473786893447,5997,#030a00
47,18,2,1,9,21,3,15.996872139148495,9630,#091503
48,25,2,2,18,27,5,22.26200705908634,8953,#121b05
49,28,2,3,17,34,14,27.548270980392154,8160,#11220e
50,29,2,4,18,39,2,29.303360045990225,6958,#122702
51,33,2,5,30,38,10,33.17137379945799,9225,#1e260a
52,34,2,6,26,48,20,38.745721181321315,10429,#1a3014
53,37,2,7,30,52,4,40.29629949828683,8172,#1e3404
54,40,2,8,40,52,17,45.20524706851691,11530,#283411
55,42,2,9,36,63,28,51.93218061429528,10451,#243f1c
56,43,2,10,42,66,5,52.44676306753148,7863,#2a4205
57,46,2,11,51,66,22,57.66533790410614,11909,#334216
58,49,2,12,52,79,34,66.88629202583276,14710,#344f22
59,50,2,13,58,83,11,68.43043301274622,8630,#3a530b
60,54,2,14,68,93,36,80.28681714054389,20997,#445d24
61,55,2,15,77,107,12,88.37317082706767,4655,#4d6b0c
62,57,2,16,85,115,45,98.57697762703621,20565,#55732d
63,61,2,17,108,143,19,117.0925150737302,1831,#6c8f13
64,62,2,18,109,141,58,119.8027702544236,9551,#6d8d3a
65,69,2,19,131,165,68,142.4519303893905,3544,#83a544
66,72,2,20,154,181,21,152.30526004056796,493,#9ab515
67,77,2,21,159,190,77,166.26124611973393,902,#9fbe4d
68,85,2,22,197,218,81,194.73372041884815,191,#c5da51
69,9,3,0,10,7,0,7.90316586270872,3234,#0a0700
70,19,3,1,22,15,2,16.4253162721342,5365,#160f02
71,26,3,2,32,23,6,24.243422882239095,6717,#201706
72,31,3,3,39,31,14,32.38638153298835,6184,#271f0e
73,32,3,4,48,30,3,32.98385517075517,4158,#301e03
