,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,5,0,0,1.710547709923664,786,#050000
1,1,0,1,12,1,0,4.391410629370629,715,#0c0100
2,2,0,2,20,2,0,7.47040592459605,557,#140200
3,3,0,3,28,4,1,11.265248275862069,493,#1c0401
4,6,0,4,38,6,1,15.450887499999999,368,#260601
5,7,0,5,50,10,1,21.806514644351463,239,#320a01
6,9,0,6,67,17,1,31.004324528301886,106,#431101
7,4,1,0,7,16,2,12.961420036551933,16415,#071002
8,8,1,1,20,34,8,27.68070354464669,30271,#142208
9,12,1,2,33,51,14,42.37669226761366,38578,#21330e
10,14,1,3,48,71,22,60.05822001836331,42476,#304716
11,17,1,4,71,98,30,86.01419549054569,48232,#47621e
12,20,1,5,116,149,53,120.76414722530228,18939,#749535
13,23,1,6,166,193,69,165.25105148018062,1993,#a6c145
14,11,2,0,27,32,23,33.372874506112524,41963,#1b2017
15,15,2,1,60,66,47,74.09099732463561,196833,#3c422f
16,19,2,2,127,130,99,116.6157128283333,272132,#7f8263
17,22,2,3,156,155,124,150.4347442905213,96585,#9c9b7c
18,24,2,4,183,178,149,175.4641074809193,46906,#b7b295
19,26,2,5,210,203,177,201.68244203194828,21034,#d2cbb1
20,27,2,6,234,233,220,230.81593428534165,7668,#eae9dc
21,5,3,0,19,13,2,14.98355487771112,10835,#130d02
22,10,3,1,41,30,9,32.38398428728818,19061,#291e09
23,13,3,2,65,48,18,51.33108411267156,25064,#413012
24,16,3,3,96,69,28,76.59364161908769,33278,#60451c
25,18,3,4,145,104,50,106.7787707038835,20600,#916832
26,21,3,5,185,135,76,140.5995906761006,6360,#b9874c
27,25,3,6,224,175,93,177.089658096497,1513,#e0af5d
