,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,41,59,17,40.001693444294126,209924,#293b11
1,3,0,1,79,101,33,82.04802678800856,74720,#4f6521
2,5,0,2,105,127,71,110.49063289419945,85699,#697f47
3,7,0,3,128,157,44,134.76391022870254,13511,#809d2c
4,9,0,4,143,164,104,148.26221438185783,58692,#8fa468
5,11,0,5,175,202,62,176.35088954855567,6889,#afca3e
6,12,0,6,206,224,128,203.95754913654747,15577,#cee080
7,1,1,0,73,46,13,41.837519759971926,131068,#492e0d
8,2,1,1,113,77,33,81.09160445948659,89674,#714d21
9,4,1,2,132,107,67,108.21712094685329,110957,#846b43
10,6,1,3,179,111,47,123.25200192292412,12585,#b36f2f
11,8,1,4,167,138,93,140.41505726763495,90332,#a78a5d
12,10,1,5,204,164,112,169.44539494689252,60161,#cca470
13,13,1,6,231,200,146,204.9602998756559,40211,#e7c892
