,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,59,61,34,155.46184792812122,126769,#3b3d22
1,4,0,1,97,101,65,264.3903961417854,201544,#616541
2,6,0,2,133,133,95,362.28292944408463,223865,#85855f
3,8,0,3,167,165,127,460.54308238748865,164139,#a7a57f
4,9,0,4,208,206,180,596.0068308206628,62218,#d0ceb4
5,0,1,0,26,43,6,76.32805779507326,53707,#1a2b06
6,1,1,1,47,72,16,135.53779971596785,72527,#2f4810
7,3,1,2,68,100,26,195.35001469342598,57849,#44641a
8,5,1,3,95,135,38,269.3014147236049,30536,#5f8726
9,7,1,4,140,185,59,385.3542214431785,6846,#8cb93b
