,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,46,69,27,145.0,73105,#2e451b
1,4,0,1,78,110,48,234.0,73722,#4e6e30
2,8,0,2,121,157,74,348.0,30469,#799d4a
3,0,1,0,26,51,4,83.0,41291,#1a3304
4,3,1,1,49,87,13,149.0,38551,#31570d
5,5,1,2,84,136,23,239.0,15497,#548817
6,6,2,0,89,95,72,260.0,145413,#595f48
7,9,2,1,136,142,112,390.0,218283,#888e70
8,11,2,2,190,189,159,533.0,115407,#bebd9f
9,1,3,0,63,56,21,141.0,82264,#3f3815
10,7,3,1,112,100,51,263.0,87767,#706433
11,10,3,2,169,142,87,397.0,78231,#a98e57
