,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,54,51,19,126.0,70093,#363313
1,5,0,1,91,86,41,218.0,85857,#5b5629
2,7,0,2,135,121,66,322.0,76564,#877942
3,9,0,3,177,151,95,422.0,58673,#b1975f
4,0,1,0,27,50,6,86.0,53225,#1b3206
5,2,1,1,48,82,19,149.0,63690,#305213
6,4,1,2,72,114,32,216.0,42257,#487220
7,6,1,3,106,158,46,304.0,14073,#6a9e2e
8,3,2,0,69,82,54,210.0,112016,#455236
9,8,2,1,112,120,91,324.0,179955,#70785b
10,10,2,2,152,158,125,433.0,166394,#989e7d
11,11,2,3,201,198,171,564.0,77203,#c9c6ab
