,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,6,0,0,17,27,14,61.0,17619,#111b0e
1,11,0,1,32,46,25,106.0,39141,#202e19
2,18,0,2,50,66,38,156.0,62188,#324226
3,23,0,3,76,94,57,228.0,123746,#4c5e39
4,27,0,4,104,124,82,310.0,119248,#687c52
5,31,0,5,124,143,116,382.0,38190,#7c8f74
6,34,0,6,145,165,99,410.0,19079,#91a563
7,37,0,7,147,166,141,454.0,18594,#93a68d
8,40,0,8,179,195,135,507.0,6757,#b3c387
9,41,0,9,168,186,173,526.0,6871,#a8baad
10,44,0,10,199,214,188,600.0,4063,#c7d6bc
11,46,0,11,223,238,230,686.0,1834,#dfeee6
12,0,1,0,10,4,0,15.0,4026,#0a0400
13,3,1,1,23,13,0,38.0,5495,#170d00
14,5,1,2,34,23,3,60.0,6286,#221703
15,10,1,3,47,32,7,86.0,6919,#2f2007
16,14,1,4,61,45,13,118.0,6047,#3d2d0d
17,15,1,5,75,39,3,121.0,2858,#4b2703
18,19,1,6,82,59,19,158.0,6804,#523b13
19,21,1,7,107,69,22,199.0,5865,#6b4516
20,25,1,8,136,88,36,257.0,4175,#885824
21,28,1,9,169,111,46,323.0,1789,#a96f2e
22,32,1,10,204,138,61,398.0,509,#cc8a3d
23,36,1,11,220,190,29,452.0,117,#dcbe1d
24,7,2,0,30,25,14,71.0,12033,#1e190e
25,16,2,1,55,47,30,134.0,36278,#372f1e
26,22,2,2,90,78,53,223.0,99173,#5a4e35
27,29,2,3,127,112,83,323.0,114905,#7f7053
28,33,2,4,148,136,117,400.0,45166,#948875
29,35,2,5,173,151,107,432.0,26753,#ad976b
30,38,2,6,169,159,144,471.0,22838,#a99f90
31,39,2,7,196,176,133,506.0,15466,#c4b085
32,42,2,8,192,183,171,545.0,11076,#c0b7ab
33,43,2,9,218,199,159,577.0,7476,#dac79f
34,45,2,10,224,213,194,631.0,6857,#e0d5c2
35,47,2,11,245,236,224,702.0,3097,#f5ece0
36,1,3,0,4,11,0,16.0,6093,#040b00
37,2,3,1,12,23,1,38.0,9851,#0c1701
38,4,3,2,20,34,4,58.0,11530,#142204
39,8,3,3,23,46,9,78.0,9083,#172e09
40,9,3,4,33,46,6,86.0,8404,#212e06
41,12,3,5,41,62,3,108.0,6695,#293e03
42,13,3,6,37,60,16,113.0,9127,#253c10
43,17,3,7,52,76,16,143.0,11798,#344c10
44,20,3,8,67,94,21,180.0,10106,#435e15
45,24,3,9,88,119,28,231.0,5765,#58771c
46,26,3,10,117,154,37,304.0,1817,#759a25
47,30,3,11,161,188,32,380.0,393,#a1bc20
