,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,24,16,3,46.0,19757,#181003
1,7,0,1,48,37,17,103.0,32250,#302511
2,12,0,2,65,55,36,155.0,34377,#413724
3,16,0,3,87,63,21,174.0,16076,#573f15
4,19,0,4,84,73,52,209.0,39216,#544934
5,23,0,5,109,88,48,244.0,25641,#6d5830
6,25,0,6,103,91,72,267.0,35589,#675b48
7,30,0,7,125,108,71,303.0,34820,#7d6c47
8,32,0,8,159,111,58,330.0,7556,#9f6f3a
9,34,0,9,126,114,96,335.0,32678,#7e7260
10,36,0,10,146,129,90,366.0,32228,#92815a
11,38,0,11,147,136,119,401.0,32633,#938877
12,41,0,12,170,149,107,427.0,25411,#aa956b
13,43,0,13,169,158,143,468.0,23592,#a99e8f
14,46,0,14,194,173,130,497.0,17203,#c2ad82
15,47,0,15,204,190,166,559.0,18438,#ccbea6
16,49,0,16,234,220,199,648.0,8536,#eadcc7
17,4,1,0,20,30,17,69.0,22667,#141e11
18,9,1,1,36,50,30,118.0,39724,#24321e
19,13,1,2,52,68,42,163.0,45896,#34442a
20,18,1,3,71,86,47,204.0,35541,#47562f
21,21,1,4,66,86,66,220.0,27161,#425642
22,24,1,5,87,104,59,250.0,44136,#57683b
23,26,1,6,85,105,83,275.0,28627,#556953
24,28,1,7,102,121,72,295.0,42523,#667948
25,31,1,8,105,123,97,326.0,31364,#697b61
26,35,1,9,120,140,85,345.0,29637,#788c55
27,37,1,10,122,140,114,377.0,27815,#7a8c72
28,39,1,11,142,161,101,403.0,17957,#8ea165
29,42,1,12,140,158,134,433.0,19798,#8c9e86
30,44,1,13,169,186,128,480.0,9950,#a9ba80
31,45,1,14,159,176,161,496.0,10622,#9fb0a1
32,48,1,15,190,203,180,571.0,7868,#becbb4
33,50,1,16,222,234,225,676.0,3312,#deeae1
34,0,2,0,4,12,0,18.0,7489,#040c00
35,1,2,1,13,24,2,41.0,11997,#0d1802
36,3,2,2,21,35,6,62.0,13566,#152306
37,5,2,3,28,45,9,81.0,15151,#1c2d09
38,6,2,4,39,59,2,101.0,8063,#273b02
39,8,2,5,36,55,17,108.0,10994,#243711
40,10,2,6,53,75,7,135.0,5877,#354b07
41,11,2,7,47,68,21,135.0,10274,#2f4415
42,14,2,8,59,83,25,166.0,9643,#3b5319
43,15,2,9,67,93,11,171.0,3954,#435d0b
44,17,2,10,72,98,31,200.0,7917,#48621f
45,20,2,11,86,117,13,216.0,2260,#56750d
46,22,2,12,86,114,37,236.0,5405,#567225
47,27,2,13,103,134,43,278.0,3757,#67862b
48,29,2,14,123,156,11,296.0,666,#7b9c0b
49,33,2,15,125,160,52,335.0,1821,#7da034
50,40,2,16,166,193,55,407.0,567,#a6c137
