,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,2,0,0,59,66,45,62.9307,190493,#3b422d
1,7,0,1,100,106,74,101.07029999999999,188747,#646a4a
2,10,0,2,131,132,99,127.9613,159690,#838463
3,12,0,3,162,159,128,155.8538,102811,#a29f80
4,14,0,4,202,195,171,193.1449,51086,#cac3ab
5,0,1,0,26,42,9,34.00449999999999,91501,#1a2a09
6,3,1,1,56,79,27,65.7859,47934,#384f1b
7,5,1,2,81,107,42,91.6661,30603,#516b2a
8,8,1,3,108,138,57,119.19349999999999,13453,#6c8a39
9,11,1,4,145,177,70,153.1797,2906,#91b146
10,1,2,0,47,34,11,35.2972,51377,#2f220b
11,4,2,1,91,68,34,70.92739999999999,32095,#5b4422
12,6,2,2,124,93,53,97.16499999999999,22675,#7c5d35
13,9,2,3,163,119,72,126.0313,10678,#a37748
14,13,2,4,204,151,95,159.8601,3951,#cc975f
