,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,11,20,3,37.0,24075,#0b1403
1,5,0,1,26,38,13,79.0,35912,#1a260d
2,9,0,2,37,51,30,119.0,28043,#25331e
3,11,0,3,46,63,16,126.0,21117,#2e3f10
4,15,0,4,53,69,41,164.0,33449,#354529
5,18,0,5,70,89,26,186.0,15730,#46591a
6,21,0,6,67,84,57,208.0,29608,#435439
7,24,0,7,87,103,53,242.0,19556,#576735
8,26,0,8,82,102,78,263.0,21384,#52664e
9,29,0,9,112,138,35,286.0,3343,#708a23
10,30,0,10,105,120,73,297.0,18973,#697849
11,33,0,11,106,125,99,330.0,16990,#6a7d63
12,36,0,12,130,145,90,364.0,12215,#82915a
13,39,0,13,129,146,119,394.0,12750,#819277
14,43,0,14,153,168,131,452.0,10717,#99a883
15,46,0,15,178,191,164,528.0,5871,#b2bfa4
16,49,0,16,215,226,207,645.0,2398,#d7e2cf
17,4,1,0,28,22,14,65.0,17270,#1c160e
18,10,1,1,51,43,27,122.0,37047,#332b1b
19,16,1,2,71,60,39,171.0,51074,#473c27
20,22,1,3,87,74,53,213.0,55342,#574a35
21,25,1,4,106,89,53,248.0,40811,#6a5935
22,28,1,5,105,93,75,274.0,43677,#695d4b
23,31,1,6,127,107,67,301.0,45734,#7f6b43
24,34,1,7,126,112,93,331.0,43980,#7e705d
25,35,1,8,149,126,81,355.0,43998,#957e51
26,37,1,9,144,130,111,385.0,42045,#90826f
27,40,1,10,169,144,98,411.0,41379,#a99062
28,42,1,11,161,148,132,440.0,32506,#a19484
29,44,1,12,187,161,118,467.0,33573,#bba176
30,45,1,13,182,170,157,508.0,20432,#b6aa9d
31,47,1,14,206,181,141,528.0,21710,#ceb58d
32,48,1,15,217,200,175,592.0,19471,#d9c8af
33,50,1,16,241,227,210,673.0,9023,#f1e3d2
34,0,2,0,10,3,0,14.0,9764,#0a0300
35,2,2,1,23,14,0,39.0,11171,#170e00
36,3,2,2,35,23,3,62.0,11412,#231703
37,6,2,3,46,33,7,86.0,10452,#2e2107
38,7,2,4,61,37,11,108.0,6939,#3d250b
39,8,2,5,59,49,9,118.0,5819,#3b3109
40,12,2,6,85,47,6,140.0,3228,#552f06
41,13,2,7,73,49,20,141.0,6335,#493114
42,14,2,8,78,67,16,160.0,4420,#4e4310
43,17,2,9,95,63,26,182.0,4933,#5f3f1a
44,19,2,10,114,66,9,192.0,2091,#724209
45,20,2,11,100,83,24,206.0,2945,#645318
46,23,2,12,119,79,34,232.0,3621,#774f22
47,27,2,13,140,94,37,269.0,3031,#8c5e25
48,32,2,14,168,111,47,322.0,1641,#a86f2f
49,38,2,15,198,135,60,389.0,726,#c6873c
50,41,2,16,209,194,19,427.0,269,#d1c213
