,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,0,0,0,5,11,0,17.0,6794,#050b00
1,1,0,1,14,24,2,40.0,10415,#0e1802
2,3,0,2,21,35,6,62.0,12164,#152306
3,5,0,3,29,45,8,83.0,12806,#1d2d08
4,6,0,4,40,60,3,105.0,7053,#283c03
5,7,0,5,36,55,17,107.0,9389,#243711
6,10,0,6,47,68,20,135.0,9581,#2f4414
7,11,0,7,54,78,6,139.0,5247,#364e06
8,14,0,8,60,83,25,167.0,8574,#3c5319
9,16,0,9,73,100,10,184.0,3432,#49640a
10,18,0,10,71,96,31,197.0,6633,#47601f
11,21,0,11,84,111,35,230.0,5720,#546f23
12,23,0,12,97,130,14,241.0,1455,#61820e
13,27,0,13,100,129,42,270.0,3624,#64812a
14,31,0,14,119,153,49,318.0,2324,#779931
15,34,0,15,154,177,9,343.0,442,#9ab109
16,37,0,16,147,181,59,382.0,774,#93b53b
17,2,1,0,26,17,4,49.0,24699,#1a1104
18,8,1,1,50,39,19,109.0,40265,#322713
19,13,1,2,67,57,38,163.0,39874,#433926
20,15,1,3,85,61,22,171.0,20159,#553d16
21,20,1,4,87,74,54,214.0,47388,#574a36
22,24,1,5,109,86,45,242.0,24574,#6d562d
23,26,1,6,105,92,72,269.0,45336,#695c48
24,29,1,7,127,107,66,300.0,31161,#7f6b42
25,33,1,8,124,112,92,328.0,40770,#7c705c
26,35,1,9,147,127,85,359.0,30480,#937f55
27,39,1,10,143,131,112,387.0,36427,#8f8370
28,41,1,11,169,147,104,420.0,26285,#a99368
29,42,1,12,162,150,133,446.0,27760,#a29685
30,45,1,13,193,171,128,491.0,19414,#c1ab80
31,46,1,14,184,173,157,514.0,16266,#b8ad9d
32,48,1,15,213,197,169,579.0,16259,#d5c5a9
33,49,1,16,239,225,205,663.0,7758,#efe1cd
34,4,2,0,18,28,16,65.0,18037,#121c10
35,9,2,1,34,47,28,111.0,30964,#222f1c
36,12,2,2,48,64,40,153.0,36130,#304028
37,17,2,3,66,81,44,191.0,28097,#42512c
38,19,2,4,61,83,63,210.0,22646,#3d533f
39,22,2,5,82,99,56,237.0,36014,#526338
40,25,2,6,80,101,79,262.0,24372,#50654f
41,28,2,7,98,116,68,282.0,39613,#627444
42,30,2,8,99,118,93,311.0,28088,#63765d
43,32,2,9,114,134,81,328.0,31232,#728651
44,36,2,10,117,135,108,361.0,27761,#75876c
45,38,2,11,136,156,95,386.0,19245,#889c5f
46,40,2,12,134,152,128,414.0,20849,#869880
47,43,2,13,163,180,121,462.0,11578,#a3b479
48,44,2,14,153,170,154,476.0,11865,#99aa9a
49,47,2,15,185,199,173,556.0,8812,#b9c7ad
50,50,2,16,221,232,221,669.0,3395,#dde8dd
