,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,1,0,0,12,20,3,38.0,25005,#0c1403
1,5,0,1,27,39,14,81.0,37476,#1b270e
2,10,0,2,38,52,32,123.0,28062,#263420
3,11,0,3,47,63,17,127.0,21595,#2f3f11
4,16,0,4,54,70,43,167.0,32310,#36462b
5,18,0,5,69,87,29,185.0,18370,#45571d
6,22,0,6,68,86,60,213.0,27038,#44563c
7,25,0,7,86,102,55,244.0,21241,#566637
8,26,0,8,98,123,28,251.0,4699,#627b1c
9,29,0,9,86,106,81,274.0,20975,#566a51
10,31,0,10,108,123,72,302.0,17086,#6c7b48
11,34,0,11,110,128,98,337.0,18582,#6e8062
12,36,0,12,135,151,89,373.0,9535,#879759
13,39,0,13,130,147,119,396.0,12977,#829377
14,43,0,14,154,169,134,456.0,10453,#9aa986
15,47,0,15,179,192,165,533.0,5631,#b3c0a5
16,49,0,16,216,227,208,646.0,2315,#d8e3d0
17,3,1,0,26,21,13,62.0,15821,#1a150d
18,8,1,1,50,41,26,118.0,33818,#32291a
19,15,1,2,69,57,37,165.0,46994,#453925
20,21,1,3,85,72,51,207.0,54050,#554833
21,24,1,4,104,87,52,243.0,39964,#685734
22,28,1,5,102,90,74,267.0,41555,#665a4a
23,30,1,6,124,104,66,294.0,45178,#7c6842
24,33,1,7,123,110,91,324.0,43888,#7b6e5b
25,35,1,8,146,123,78,348.0,44024,#927b4e
26,37,1,9,142,128,109,379.0,43011,#8e806d
27,40,1,10,166,141,95,403.0,42068,#a68d5f
28,42,1,11,159,146,130,433.0,34174,#9f9282
29,44,1,12,184,159,115,458.0,35492,#b89f73
30,45,1,13,179,168,155,500.0,22089,#b3a89b
31,46,1,14,203,179,138,520.0,23826,#cbb38a
32,48,1,15,215,198,172,585.0,21305,#d7c6ac
33,50,1,16,240,226,207,669.0,9807,#f0e2cf
34,0,2,0,10,3,0,14.0,10228,#0a0300
35,2,2,1,24,14,0,40.0,11852,#180e00
36,4,2,2,36,25,4,64.0,10919,#241904
37,6,2,3,50,26,3,82.0,5324,#321a03
38,7,2,4,49,38,9,95.0,8642,#312609
39,9,2,5,64,41,14,118.0,7725,#40290e
40,12,2,6,65,55,10,131.0,5206,#41370a
41,13,2,7,90,51,6,148.0,3081,#5a3306
42,14,2,8,78,53,22,152.0,5894,#4e3516
43,17,2,9,84,72,18,174.0,4206,#544812
44,19,2,10,99,66,28,192.0,4295,#63421c
45,20,2,11,119,70,12,203.5,2078,#77460c
46,23,2,12,112,84,30,226.0,3675,#70541e
47,27,2,13,135,91,38,262.0,3372,#875b26
48,32,2,14,162,107,44,311.0,1915,#a26b2c
49,38,2,15,195,132,58,382.0,856,#c3843a
50,41,2,16,210,186,26,426.0,318,#d2ba1a
