,index,hoofdKleur,grijsGroep,R,G,B,grijswaarde,aantal,hex
0,4,0,0,27,22,14,65.0,16675,#1b160e
1,10,0,1,51,43,27,122.5,35524,#332b1b
2,16,0,2,71,59,39,170.0,47694,#473b27
3,20,0,3,87,74,53,213.0,54472,#574a35
4,24,0,4,107,89,55,251.0,38273,#6b5937
5,27,0,5,103,92,76,272.0,38673,#675c4c
6,29,0,6,126,106,70,302.0,43137,#7e6a46
7,33,0,7,125,112,94,331.0,38687,#7d705e
8,35,0,8,146,125,87,359.0,40537,#927d57
9,38,0,9,143,131,114,388.0,35570,#8f8372
10,40,0,10,166,144,105,416.0,35381,#a69069
11,42,0,11,160,150,136,445.0,27912,#a09688
12,44,0,12,187,164,126,477.0,28096,#bba47e
13,46,0,13,182,173,162,515.0,17562,#b6ada2
14,47,0,14,208,185,149,542.0,18671,#d0b995
15,48,0,15,220,203,180,603.0,16405,#dccbb4
16,50,0,16,243,230,213,682.0,7641,#f3e6d5
17,2,1,0,13,22,4,41.0,28780,#0d1604
18,6,1,1,28,41,15,86.0,42503,#1c290f
19,11,1,2,40,55,33,128.0,34382,#283721
20,13,1,3,51,69,20,141.0,23058,#334514
21,17,1,4,56,74,47,178.0,38558,#384a2f
22,19,1,5,74,95,33,202.0,18318,#4a5f21
23,23,1,6,71,90,64,225.0,34671,#475a40
24,25,1,7,91,110,60,261.0,23659,#5b6e3c
25,28,1,8,87,109,86,283.0,26142,#576d56
26,30,1,9,116,148,48,312.0,5576,#749430
27,31,1,10,108,128,81,316.0,23516,#6c8051
28,34,1,11,109,132,110,351.0,21247,#6d846e
29,36,1,12,130,149,97,376.0,16819,#829561
30,41,1,13,135,156,133,422.0,17270,#879c85
31,43,1,14,158,175,115,448.0,7283,#9eaf73
32,45,1,15,167,184,160,510.0,9445,#a7b8a0
33,49,1,16,208,220,201,624.0,3266,#d0dcc9
34,0,2,0,10,3,0,14.0,9846,#0a0300
35,1,2,1,24,14,0,39.0,11281,#180e00
36,3,2,2,35,25,4,63.0,10300,#231904
37,5,2,3,48,26,3,79.0,5843,#301a03
38,7,2,4,49,37,9,96.0,8474,#312509
39,8,2,5,74,40,3,118.0,3487,#4a2803
40,9,2,6,63,43,17,122.0,6992,#3f2b11
41,12,2,7,69,59,11,140.0,3922,#453b0b
42,14,2,8,81,53,22,156.0,5585,#513516
43,15,2,9,101,58,9,169.0,2795,#653a09
44,18,2,10,92,70,24,186.0,4638,#5c4618
45,21,2,11,112,76,32,220.0,4025,#704c20
46,22,2,12,129,77,13,223.0,1456,#814d0d
47,26,2,13,137,91,40,266.0,2850,#895b28
48,32,2,14,164,108,46,316.0,1941,#a46c2e
49,37,2,15,197,134,59,386.0,877,#c5863b
50,39,2,16,205,191,12,416.0,285,#cdbf0c
